id_produit,date,quantite_demande,categorie,colisage fardeau,volume pcs (m3),Is_Gerbable
31473,2024-08-20 08:18:58,300,DISPINA,100,0.037,False
31473,2024-08-20 15:00:31,600,DISPINA,100,0.037,False
31473,2024-08-21 07:29:00,400,DISPINA,100,0.037,False
31473,2024-08-21 09:59:52,300,DISPINA,100,0.037,False
31473,2024-08-21 12:27:51,2,DISPINA,100,0.037,False
31473,2024-08-22 08:40:43,1000,DISPINA,100,0.037,False
31473,2024-08-22 11:41:16,44,DISPINA,100,0.037,False
31473,2024-08-22 13:31:11,100,DISPINA,100,0.037,False
31473,2024-08-22 13:45:27,200,DISPINA,100,0.037,False
31473,2024-08-25 10:13:37,200,DISPINA,100,0.037,False
31473,2024-08-25 13:54:07,400,DISPINA,100,0.037,False
31473,2024-08-26 10:54:49,300,DISPINA,100,0.037,False
31473,2024-08-27 08:09:50,100,DISPINA,100,0.037,False
31473,2024-08-29 11:03:50,400,DISPINA,100,0.037,False
31473,2024-08-29 13:59:26,100,DISPINA,100,0.037,False
31473,2024-08-31 07:34:20,200,DISPINA,100,0.037,False
31473,2024-08-31 09:20:49,200,DISPINA,100,0.037,False
31473,2024-08-31 13:04:54,1,DISPINA,100,0.037,False
31473,2024-09-01 07:27:19,200,DISPINA,100,0.037,False
31473,2024-09-01 07:53:30,400,DISPINA,100,0.037,False
31473,2024-09-01 13:53:53,500,DISPINA,100,0.037,False
31473,2024-09-02 14:48:43,100,DISPINA,100,0.037,False
31473,2024-09-03 07:25:29,100,DISPINA,100,0.037,False
31473,2024-09-03 09:11:11,100,DISPINA,100,0.037,False
31473,2024-09-03 14:52:49,50,DISPINA,100,0.037,False
31473,2024-09-04 12:42:12,100,DISPINA,100,0.037,False
31473,2024-09-08 07:39:45,300,DISPINA,100,0.037,False
31473,2024-09-08 08:07:29,100,DISPINA,100,0.037,False
31473,2024-09-09 07:20:50,300,DISPINA,100,0.037,False
31473,2024-09-09 08:21:22,100,DISPINA,100,0.037,False
31473,2024-09-09 08:36:16,200,DISPINA,100,0.037,False
31473,2024-09-09 08:58:19,88,DISPINA,100,0.037,False
31473,2024-09-09 10:32:33,4,DISPINA,100,0.037,False
31473,2024-09-10 07:31:16,100,DISPINA,100,0.037,False
31473,2024-09-10 08:22:22,200,DISPINA,100,0.037,False
31473,2024-09-10 10:15:44,200,DISPINA,100,0.037,False
31473,2024-09-11 07:34:42,100,DISPINA,100,0.037,False
31473,2024-09-11 12:51:58,700,DISPINA,100,0.037,False
31473,2024-09-15 07:51:32,100,DISPINA,100,0.037,False
31473,2024-09-15 08:24:34,200,DISPINA,100,0.037,False
31473,2024-09-18 07:41:15,100,DISPINA,100,0.037,False
31473,2024-09-18 07:54:46,200,DISPINA,100,0.037,False
31473,2024-09-21 08:27:22,200,DISPINA,100,0.037,False
31473,2024-09-21 10:42:24,200,DISPINA,100,0.037,False
31473,2024-09-21 10:47:56,3,DISPINA,100,0.037,False
31473,2024-09-22 07:47:07,300,DISPINA,100,0.037,False
31473,2024-09-22 10:13:13,200,DISPINA,100,0.037,False
31473,2024-09-23 12:17:28,20,DISPINA,100,0.037,False
31473,2024-09-23 12:37:06,100,DISPINA,100,0.037,False
31473,2024-09-24 08:16:45,150,DISPINA,100,0.037,False
31473,2024-09-24 08:20:00,100,DISPINA,100,0.037,False
31473,2024-09-24 08:30:26,100,DISPINA,100,0.037,False
31473,2024-09-24 12:54:09,600,DISPINA,100,0.037,False
31473,2024-09-25 08:42:11,600,DISPINA,100,0.037,False
31473,2024-09-26 08:07:03,600,DISPINA,100,0.037,False
31473,2024-09-26 13:34:53,200,DISPINA,100,0.037,False
31473,2024-09-28 07:48:13,100,DISPINA,100,0.037,False
31473,2024-09-28 08:41:23,100,DISPINA,100,0.037,False
31473,2024-09-28 09:28:34,6,DISPINA,100,0.037,False
31473,2024-09-28 10:48:35,200,DISPINA,100,0.037,False
31473,2024-09-28 12:18:04,30,DISPINA,100,0.037,False
31473,2024-09-29 07:48:51,300,DISPINA,100,0.037,False
31473,2024-09-29 13:25:21,30,DISPINA,100,0.037,False
31473,2024-09-30 08:21:31,600,DISPINA,100,0.037,False
31473,2024-09-30 09:36:05,200,DISPINA,100,0.037,False
31473,2024-09-30 10:22:48,200,DISPINA,100,0.037,False
31473,2024-10-03 08:29:20,1000,DISPINA,100,0.037,False
31473,2024-10-03 08:54:39,100,DISPINA,100,0.037,False
31473,2024-10-03 10:47:29,1000,DISPINA,100,0.037,False
31473,2024-10-03 12:40:31,100,DISPINA,100,0.037,False
31473,2024-10-05 08:06:45,300,DISPINA,100,0.037,False
31473,2024-10-05 10:23:49,200,DISPINA,100,0.037,False
31473,2024-10-05 11:33:06,200,DISPINA,100,0.037,False
31473,2024-10-05 12:34:16,400,DISPINA,100,0.037,False
31473,2024-10-06 07:43:27,200,DISPINA,100,0.037,False
31473,2024-10-06 07:52:57,200,DISPINA,100,0.037,False
31473,2024-10-06 09:38:29,200,DISPINA,100,0.037,False
31473,2024-10-06 10:03:56,10,DISPINA,100,0.037,False
31473,2024-10-07 14:03:51,200,DISPINA,100,0.037,False
31473,2024-10-08 08:41:59,300,DISPINA,100,0.037,False
31473,2024-10-09 07:26:54,200,DISPINA,100,0.037,False
31473,2024-10-10 12:12:32,300,DISPINA,100,0.037,False
31473,2024-10-13 07:56:59,200,DISPINA,100,0.037,False
31473,2024-10-13 08:04:29,100,DISPINA,100,0.037,False
31473,2024-10-14 09:56:39,20,DISPINA,100,0.037,False
31473,2024-10-15 07:39:08,100,DISPINA,100,0.037,False
31473,2024-10-15 07:41:15,200,DISPINA,100,0.037,False
31473,2024-10-15 07:59:56,300,DISPINA,100,0.037,False
31473,2024-10-15 08:17:57,200,DISPINA,100,0.037,False
31473,2024-10-15 13:00:19,200,DISPINA,100,0.037,False
31473,2024-10-16 07:57:21,200,DISPINA,100,0.037,False
31473,2024-10-16 09:54:47,300,DISPINA,100,0.037,False
31473,2024-10-19 08:34:21,200,DISPINA,100,0.037,False
31473,2024-10-20 07:53:15,100,DISPINA,100,0.037,False
31473,2024-10-20 07:57:51,400,DISPINA,100,0.037,False
31473,2024-10-20 10:42:05,1,DISPINA,100,0.037,False
31473,2024-10-21 07:42:23,200,DISPINA,100,0.037,False
31473,2024-10-21 07:48:24,50,DISPINA,100,0.037,False
31473,2024-10-23 07:25:56,200,DISPINA,100,0.037,False
31473,2024-10-23 08:01:21,200,DISPINA,100,0.037,False
31473,2024-10-23 14:01:30,200,DISPINA,100,0.037,False
31473,2024-10-23 14:19:08,700,DISPINA,100,0.037,False
31473,2024-10-24 12:09:06,500,DISPINA,100,0.037,False
31473,2024-10-24 12:33:27,100,DISPINA,100,0.037,False
31473,2024-10-26 08:13:18,900,DISPINA,100,0.037,False
31473,2024-10-27 07:26:02,300,DISPINA,100,0.037,False
31473,2024-10-27 07:34:10,100,DISPINA,100,0.037,False
31473,2024-10-27 07:52:32,200,DISPINA,100,0.037,False
31473,2024-10-27 07:58:59,100,DISPINA,100,0.037,False
31473,2024-10-28 07:40:45,300,DISPINA,100,0.037,False
31473,2024-10-29 08:08:20,200,DISPINA,100,0.037,False
31473,2024-10-31 10:52:55,100,DISPINA,100,0.037,False
31473,2024-11-02 11:50:22,700,DISPINA,100,0.037,False
31473,2024-11-04 07:20:03,200,DISPINA,100,0.037,False
31473,2024-11-04 07:25:27,500,DISPINA,100,0.037,False
31473,2024-11-04 07:36:55,1500,DISPINA,100,0.037,False
31473,2024-11-04 14:46:27,700,DISPINA,100,0.037,False
31473,2024-11-05 07:54:06,300,DISPINA,100,0.037,False
31473,2024-11-05 13:26:40,300,DISPINA,100,0.037,False
31473,2024-11-05 14:14:36,3000,DISPINA,100,0.037,False
31473,2024-11-06 09:39:07,23,DISPINA,100,0.037,False
31473,2024-11-07 07:58:15,11,DISPINA,100,0.037,False
31473,2024-11-07 08:19:26,200,DISPINA,100,0.037,False
31473,2024-11-07 13:07:24,6,DISPINA,100,0.037,False
31473,2024-11-09 07:27:38,300,DISPINA,100,0.037,False
31473,2024-11-10 07:38:49,700,DISPINA,100,0.037,False
31473,2024-11-10 09:52:09,400,DISPINA,100,0.037,False
31473,2024-11-10 12:14:46,5,DISPINA,100,0.037,False
31473,2024-11-10 13:52:45,200,DISPINA,100,0.037,False
31473,2024-11-11 10:32:35,200,DISPINA,100,0.037,False
31473,2024-11-12 10:31:56,100,DISPINA,100,0.037,False
31473,2024-11-13 11:57:02,15,DISPINA,100,0.037,False
31473,2024-11-14 07:49:23,200,DISPINA,100,0.037,False
31473,2024-11-17 08:45:24,1200,DISPINA,100,0.037,False
31473,2024-11-17 08:46:52,300,DISPINA,100,0.037,False
31473,2024-11-17 09:15:06,100,DISPINA,100,0.037,False
31473,2024-11-17 12:27:47,6,DISPINA,100,0.037,False
31473,2024-11-17 13:41:09,15,DISPINA,100,0.037,False
31473,2024-11-18 07:23:03,200,DISPINA,100,0.037,False
31473,2024-11-18 13:17:53,1,DISPINA,100,0.037,False
31473,2024-11-19 07:31:22,200,DISPINA,100,0.037,False
31473,2024-11-19 07:54:43,200,DISPINA,100,0.037,False
31473,2024-11-19 09:47:35,200,DISPINA,100,0.037,False
31473,2024-11-19 12:20:19,100,DISPINA,100,0.037,False
31473,2024-11-20 10:15:44,300,DISPINA,100,0.037,False
31473,2024-11-20 12:13:05,200,DISPINA,100,0.037,False
31473,2024-11-20 14:13:03,10,DISPINA,100,0.037,False
31473,2024-11-21 08:43:20,100,DISPINA,100,0.037,False
31473,2024-11-21 08:45:44,50,DISPINA,100,0.037,False
31473,2024-11-21 13:15:30,100,DISPINA,100,0.037,False
31473,2024-11-23 08:35:03,200,DISPINA,100,0.037,False
31473,2024-11-24 07:33:35,100,DISPINA,100,0.037,False
31473,2024-11-24 07:50:31,100,DISPINA,100,0.037,False
31473,2024-11-24 09:50:14,100,DISPINA,100,0.037,False
31473,2024-11-24 12:48:21,7,DISPINA,100,0.037,False
31473,2024-11-25 09:14:11,200,DISPINA,100,0.037,False
31473,2024-11-26 08:30:20,27,DISPINA,100,0.037,False
31473,2024-11-26 08:53:26,1,DISPINA,100,0.037,False
31473,2024-11-26 12:24:09,500,DISPINA,100,0.037,False
31473,2024-11-27 09:12:16,100,DISPINA,100,0.037,False
31473,2024-11-27 09:12:44,400,DISPINA,100,0.037,False
31473,2024-11-28 08:16:12,300,DISPINA,100,0.037,False
31473,2024-11-28 08:20:34,300,DISPINA,100,0.037,False
31473,2024-11-28 10:10:15,8,DISPINA,100,0.037,False
31473,2024-11-28 10:14:49,300,DISPINA,100,0.037,False
31473,2024-11-30 07:26:32,300,DISPINA,100,0.037,False
31473,2024-12-02 07:26:43,200,DISPINA,100,0.037,False
31473,2024-12-02 10:35:15,250,DISPINA,100,0.037,False
31473,2024-12-03 08:15:30,2000,DISPINA,100,0.037,False
31473,2024-12-03 12:56:15,4,DISPINA,100,0.037,False
31473,2024-12-04 07:48:51,100,DISPINA,100,0.037,False
31473,2024-12-04 09:57:34,20,DISPINA,100,0.037,False
31473,2024-12-08 07:41:49,300,DISPINA,100,0.037,False
31473,2024-12-09 09:25:12,200,DISPINA,100,0.037,False
31473,2024-12-10 12:21:05,1,DISPINA,100,0.037,False
31473,2024-12-10 12:39:37,1,DISPINA,100,0.037,False
31473,2024-12-11 07:49:04,100,DISPINA,100,0.037,False
31473,2024-12-11 12:19:15,7,DISPINA,100,0.037,False
31473,2024-12-12 07:40:54,500,DISPINA,100,0.037,False
31473,2024-12-12 08:22:36,100,DISPINA,100,0.037,False
31473,2024-12-12 09:34:57,100,DISPINA,100,0.037,False
31473,2024-12-15 07:46:42,300,DISPINA,100,0.037,False
31473,2024-12-15 07:52:29,500,DISPINA,100,0.037,False
31473,2024-12-15 14:23:05,1500,DISPINA,100,0.037,False
31473,2024-12-17 08:53:47,100,DISPINA,100,0.037,False
31473,2024-12-17 09:53:55,20,DISPINA,100,0.037,False
31473,2024-12-17 14:16:54,100,DISPINA,100,0.037,False
31473,2024-12-18 12:35:50,10,DISPINA,100,0.037,False
31473,2024-12-21 07:34:03,100,DISPINA,100,0.037,False
31473,2024-12-21 11:03:08,200,DISPINA,100,0.037,False
31473,2024-12-24 12:20:58,280,DISPINA,100,0.037,False
31473,2024-12-24 12:33:35,100,DISPINA,100,0.037,False
31473,2024-12-24 14:22:23,300,DISPINA,100,0.037,False
31473,2024-12-24 14:49:39,300,DISPINA,100,0.037,False
31473,2024-12-26 13:45:13,500,DISPINA,100,0.037,False
31473,2024-12-26 13:46:01,200,DISPINA,100,0.037,False
31473,2024-12-28 10:33:30,12,DISPINA,100,0.037,False
31473,2024-12-29 07:48:50,300,DISPINA,100,0.037,False
31473,2024-12-29 10:39:07,700,DISPINA,100,0.037,False
31473,2024-12-30 09:29:11,100,DISPINA,100,0.037,False
31473,2024-12-31 07:28:44,100,DISPINA,100,0.037,False
31473,2025-01-04 09:09:30,19,DISPINA,100,0.037,False
31473,2025-01-05 08:41:39,200,DISPINA,100,0.037,False
31473,2025-01-05 09:50:50,58,DISPINA,100,0.037,False
31473,2025-01-05 11:57:34,300,DISPINA,100,0.037,False
31473,2025-01-05 14:27:39,100,DISPINA,100,0.037,False
31473,2025-01-05 14:47:22,200,DISPINA,100,0.037,False
31473,2025-01-05 14:58:50,500,DISPINA,100,0.037,False
31473,2025-01-06 07:56:28,100,DISPINA,100,0.037,False
31473,2025-01-06 14:19:40,500,DISPINA,100,0.037,False
31473,2025-01-07 08:07:18,500,DISPINA,100,0.037,False
31473,2025-01-08 09:47:23,2,DISPINA,100,0.037,False
31473,2025-01-09 08:32:12,200,DISPINA,100,0.037,False
31473,2025-01-09 10:06:48,200,DISPINA,100,0.037,False
31473,2025-01-13 07:43:22,200,DISPINA,100,0.037,False
31473,2025-01-13 12:16:21,100,DISPINA,100,0.037,False
31473,2025-01-13 12:54:01,400,DISPINA,100,0.037,False
31473,2025-01-13 12:59:07,200,DISPINA,100,0.037,False
31473,2025-01-13 14:45:39,800,DISPINA,100,0.037,False
31473,2025-01-13 15:05:54,1000,DISPINA,100,0.037,False
31473,2025-01-14 12:50:18,600,DISPINA,100,0.037,False
31473,2025-01-14 14:43:59,200,DISPINA,100,0.037,False
31473,2025-01-15 13:46:56,2,DISPINA,100,0.037,False
31473,2025-01-16 07:55:36,300,DISPINA,100,0.037,False
31473,2025-01-19 07:44:54,200,DISPINA,100,0.037,False
31473,2025-01-19 09:45:16,15,DISPINA,100,0.037,False
31473,2025-01-19 10:43:56,8,DISPINA,100,0.037,False
31473,2025-01-20 10:52:37,100,DISPINA,100,0.037,False
31473,2025-01-20 13:45:19,200,DISPINA,100,0.037,False
31473,2025-01-20 14:19:37,1500,DISPINA,100,0.037,False
31473,2025-01-21 14:48:25,200,DISPINA,100,0.037,False
31473,2025-01-22 12:24:47,200,DISPINA,100,0.037,False
31473,2025-01-22 14:29:48,200,DISPINA,100,0.037,False
31473,2025-01-22 14:52:22,100,DISPINA,100,0.037,False
31473,2025-01-23 11:54:49,300,DISPINA,100,0.037,False
31473,2025-01-23 12:57:27,300,DISPINA,100,0.037,False
31473,2025-01-25 13:19:31,100,DISPINA,100,0.037,False
31473,2025-01-25 14:12:46,300,DISPINA,100,0.037,False
31473,2025-01-26 07:21:46,1000,DISPINA,100,0.037,False
31473,2025-01-26 14:21:44,100,DISPINA,100,0.037,False
31473,2025-01-26 14:43:08,400,DISPINA,100,0.037,False
31473,2025-01-27 07:38:35,200,DISPINA,100,0.037,False
31473,2025-01-27 14:33:27,300,DISPINA,100,0.037,False
31473,2025-01-28 14:27:51,100,DISPINA,100,0.037,False
31473,2025-01-29 07:39:33,200,DISPINA,100,0.037,False
31473,2025-01-30 07:06:56,100,DISPINA,100,0.037,False
31473,2025-01-30 08:52:35,200,DISPINA,100,0.037,False
31473,2025-01-30 10:27:29,400,DISPINA,100,0.037,False
31473,2025-01-30 12:54:55,10,DISPINA,100,0.037,False
31473,2025-01-30 13:40:43,100,DISPINA,100,0.037,False
31473,2025-02-02 14:48:37,200,DISPINA,100,0.037,False
31473,2025-02-03 07:53:52,300,DISPINA,100,0.037,False
31473,2025-02-03 14:03:38,300,DISPINA,100,0.037,False
31473,2025-02-04 12:41:24,200,DISPINA,100,0.037,False
31473,2025-02-04 14:24:16,2,DISPINA,100,0.037,False
31473,2025-02-05 13:53:56,200,DISPINA,100,0.037,False
31473,2025-02-05 14:55:07,100,DISPINA,100,0.037,False
31473,2025-02-06 08:57:06,200,DISPINA,100,0.037,False
31473,2025-02-06 10:15:15,14,DISPINA,100,0.037,False
31473,2025-02-06 13:25:51,100,DISPINA,100,0.037,False
31473,2025-02-10 07:28:24,1000,DISPINA,100,0.037,False
31473,2025-02-10 14:16:52,200,DISPINA,100,0.037,False
31473,2025-02-11 07:59:06,600,DISPINA,100,0.037,False
31473,2025-02-11 14:42:35,200,DISPINA,100,0.037,False
31473,2025-02-12 14:07:33,47,DISPINA,100,0.037,False
31473,2025-02-13 12:54:16,300,DISPINA,100,0.037,False
31473,2025-02-15 07:39:07,200,DISPINA,100,0.037,False
31473,2025-02-16 07:41:16,300,DISPINA,100,0.037,False
31473,2025-02-16 08:38:20,120,DISPINA,100,0.037,False
31473,2025-02-17 09:08:54,6,DISPINA,100,0.037,False
31473,2025-02-17 10:07:51,50,DISPINA,100,0.037,False
31473,2025-02-17 13:15:10,100,DISPINA,100,0.037,False
31473,2025-02-18 07:58:17,100,DISPINA,100,0.037,False
31473,2025-02-19 09:11:15,600,DISPINA,100,0.037,False
31473,2025-02-20 13:21:05,200,DISPINA,100,0.037,False
31473,2025-02-23 07:33:04,500,DISPINA,100,0.037,False
31473,2025-02-23 09:08:39,100,DISPINA,100,0.037,False
31473,2025-02-24 07:16:09,500,DISPINA,100,0.037,False
31473,2025-02-24 08:52:54,3000,DISPINA,100,0.037,False
31473,2025-02-25 12:48:16,1,DISPINA,100,0.037,False
31473,2025-02-26 07:40:01,200,DISPINA,100,0.037,False
31473,2025-02-26 08:43:13,100,DISPINA,100,0.037,False
31473,2025-02-26 09:31:08,500,DISPINA,100,0.037,False
31473,2025-03-01 11:53:51,400,DISPINA,100,0.037,False
31473,2025-03-01 12:32:24,200,DISPINA,100,0.037,False
31473,2025-03-03 07:53:47,100,DISPINA,100,0.037,False
31473,2025-03-04 10:18:17,300,DISPINA,100,0.037,False
31473,2025-03-05 11:18:36,600,DISPINA,100,0.037,False
31473,2025-03-06 07:56:42,17,DISPINA,100,0.037,False
31473,2025-03-09 08:14:36,100,DISPINA,100,0.037,False
31473,2025-03-10 09:26:50,10,DISPINA,100,0.037,False
31473,2025-03-10 11:01:00,2,DISPINA,100,0.037,False
31473,2025-03-11 07:07:46,300,DISPINA,100,0.037,False
31473,2025-03-11 07:38:05,100,DISPINA,100,0.037,False
31473,2025-03-11 09:29:41,9,DISPINA,100,0.037,False
31473,2025-03-11 11:11:11,200,DISPINA,100,0.037,False
31473,2025-03-12 07:34:34,600,DISPINA,100,0.037,False
31473,2025-03-12 09:00:45,800,DISPINA,100,0.037,False
31473,2025-03-13 08:16:12,50,DISPINA,100,0.037,False
31473,2025-03-15 09:49:59,4,DISPINA,100,0.037,False
31473,2025-03-18 07:14:07,200,DISPINA,100,0.037,False
31473,2025-03-18 12:35:41,300,DISPINA,100,0.037,False
31473,2025-03-19 07:14:48,2800,DISPINA,100,0.037,False
31473,2025-03-20 07:48:30,300,DISPINA,100,0.037,False
31473,2025-03-23 07:28:51,200,DISPINA,100,0.037,False
31473,2025-03-23 10:26:13,7,DISPINA,100,0.037,False
31473,2025-03-23 10:36:15,19,DISPINA,100,0.037,False
31473,2025-03-24 07:33:49,400,DISPINA,100,0.037,False
31473,2025-04-06 07:44:56,200,DISPINA,100,0.037,False
31473,2025-04-06 07:52:57,100,DISPINA,100,0.037,False
31473,2025-04-06 08:12:44,300,DISPINA,100,0.037,False
31473,2025-04-06 09:16:04,500,DISPINA,100,0.037,False
31473,2025-04-06 09:18:43,400,DISPINA,100,0.037,False
31473,2025-04-06 14:14:04,500,DISPINA,100,0.037,False
31473,2025-04-07 08:12:15,200,DISPINA,100,0.037,False
31473,2025-04-07 08:12:54,200,DISPINA,100,0.037,False
31473,2025-04-07 12:41:26,1,DISPINA,100,0.037,False
31473,2025-04-07 13:47:11,200,DISPINA,100,0.037,False
31473,2025-04-08 07:33:54,100,DISPINA,100,0.037,False
31473,2025-04-08 13:15:39,300,DISPINA,100,0.037,False
31473,2025-04-08 13:15:46,1000,DISPINA,100,0.037,False
31473,2025-04-09 07:29:05,1000,DISPINA,100,0.037,False
31473,2025-04-09 07:38:23,5,DISPINA,100,0.037,False
31473,2025-04-10 07:24:59,100,DISPINA,100,0.037,False
31473,2025-04-10 12:35:25,500,DISPINA,100,0.037,False
31473,2025-04-10 13:01:40,1000,DISPINA,100,0.037,False
31473,2025-04-14 08:02:48,300,DISPINA,100,0.037,False
31473,2025-04-14 09:24:30,3,DISPINA,100,0.037,False
31473,2025-04-15 11:33:03,300,DISPINA,100,0.037,False
31473,2025-04-16 13:55:58,200,DISPINA,100,0.037,False
31473,2025-04-17 10:39:09,223,DISPINA,100,0.037,False
31473,2025-04-17 10:40:46,700,DISPINA,100,0.037,False
31473,2025-04-17 11:58:19,200,DISPINA,100,0.037,False
31473,2025-04-20 07:43:51,200,DISPINA,100,0.037,False
31473,2025-04-20 07:52:58,1000,DISPINA,100,0.037,False
31473,2025-04-20 13:55:12,100,DISPINA,100,0.037,False
31473,2025-04-20 14:05:00,100,DISPINA,100,0.037,False
31473,2025-04-21 07:37:44,100,DISPINA,100,0.037,False
31473,2025-04-22 07:50:22,22,DISPINA,100,0.037,False
31473,2025-04-24 12:24:59,600,DISPINA,100,0.037,False
31473,2025-04-26 08:15:50,100,DISPINA,100,0.037,False
31473,2025-04-26 12:06:22,200,DISPINA,100,0.037,False
31473,2025-04-27 07:44:09,600,DISPINA,100,0.037,False
31473,2025-04-27 07:49:35,12,DISPINA,100,0.037,False
31473,2025-04-28 07:43:49,300,DISPINA,100,0.037,False
31473,2025-04-28 13:28:19,200,DISPINA,100,0.037,False
31473,2025-04-29 09:41:24,300,DISPINA,100,0.037,False
31473,2025-04-30 07:27:18,100,DISPINA,100,0.037,False
31473,2025-05-04 07:36:11,100,DISPINA,100,0.037,False
31473,2025-05-04 08:08:53,600,DISPINA,100,0.037,False
31473,2025-05-04 09:44:04,30,DISPINA,100,0.037,False
31473,2025-05-04 09:49:19,500,DISPINA,100,0.037,False
31473,2025-05-04 13:47:08,300,DISPINA,100,0.037,False
31473,2025-05-05 13:10:56,400,DISPINA,100,0.037,False
31473,2025-05-06 07:30:54,500,DISPINA,100,0.037,False
31473,2025-05-08 08:27:29,200,DISPINA,100,0.037,False
31473,2025-05-08 11:29:06,7,DISPINA,100,0.037,False
31473,2025-05-10 08:00:56,200,DISPINA,100,0.037,False
31473,2025-05-11 10:50:12,100,DISPINA,100,0.037,False
31473,2025-05-11 13:11:18,500,DISPINA,100,0.037,False
31473,2025-05-12 07:33:46,100,DISPINA,100,0.037,False
31473,2025-05-12 07:35:55,200,DISPINA,100,0.037,False
31473,2025-05-12 08:20:49,1500,DISPINA,100,0.037,False
31473,2025-05-12 12:53:45,10,DISPINA,100,0.037,False
31473,2025-05-13 08:20:06,200,DISPINA,100,0.037,False
31473,2025-05-14 09:46:09,100,DISPINA,100,0.037,False
31473,2025-05-15 12:31:53,200,DISPINA,100,0.037,False
31473,2025-05-18 08:13:00,200,DISPINA,100,0.037,False
31473,2025-05-18 15:01:27,100,DISPINA,100,0.037,False
31473,2025-05-20 09:40:00,100,DISPINA,100,0.037,False
31473,2025-05-20 13:21:46,200,DISPINA,100,0.037,False
31473,2025-05-20 14:23:33,300,DISPINA,100,0.037,False
31473,2025-05-21 14:14:17,500,DISPINA,100,0.037,False
31473,2025-05-24 10:06:43,200,DISPINA,100,0.037,False
31473,2025-05-25 12:03:35,20,DISPINA,100,0.037,False
31473,2025-05-25 13:01:18,100,DISPINA,100,0.037,False
31473,2025-05-26 07:29:44,200,DISPINA,100,0.037,False
31473,2025-05-26 08:04:00,100,DISPINA,100,0.037,False
31473,2025-05-26 09:06:21,500,DISPINA,100,0.037,False
31473,2025-05-26 09:07:40,500,DISPINA,100,0.037,False
31473,2025-05-27 10:10:10,200,DISPINA,100,0.037,False
31473,2025-05-28 09:51:59,1000,DISPINA,100,0.037,False
31473,2025-05-28 10:07:39,200,DISPINA,100,0.037,False
31473,2025-05-28 11:11:42,75,DISPINA,100,0.037,False
31473,2025-05-29 13:17:14,7,DISPINA,100,0.037,False
31473,2025-05-31 09:15:42,44,DISPINA,100,0.037,False
31473,2025-06-01 07:29:04,200,DISPINA,100,0.037,False
31473,2025-06-01 07:35:14,100,DISPINA,100,0.037,False
31473,2025-06-01 14:43:51,100,DISPINA,100,0.037,False
31473,2025-06-09 08:09:24,100,DISPINA,100,0.037,False
31473,2025-06-09 08:47:42,300,DISPINA,100,0.037,False
31473,2025-06-10 07:56:48,100,DISPINA,100,0.037,False
31473,2025-06-11 13:06:17,75,DISPINA,100,0.037,False
31473,2025-06-12 08:41:51,200,DISPINA,100,0.037,False
31473,2025-06-12 08:51:39,200,DISPINA,100,0.037,False
31473,2025-06-12 09:09:23,100,DISPINA,100,0.037,False
31473,2025-06-12 10:30:47,300,DISPINA,100,0.037,False
31473,2025-06-15 07:31:25,200,DISPINA,100,0.037,False
31473,2025-06-15 08:17:41,200,DISPINA,100,0.037,False
31473,2025-06-16 08:09:53,100,DISPINA,100,0.037,False
31473,2025-06-17 07:44:08,100,DISPINA,100,0.037,False
31473,2025-06-17 10:34:08,200,DISPINA,100,0.037,False
31473,2025-06-17 12:48:34,11,DISPINA,100,0.037,False
31473,2025-06-17 13:43:43,100,DISPINA,100,0.037,False
31473,2025-06-17 13:46:49,100,DISPINA,100,0.037,False
31473,2025-06-21 13:29:12,44,DISPINA,100,0.037,False
31473,2025-06-22 07:49:08,200,DISPINA,100,0.037,False
31473,2025-06-22 07:58:56,200,DISPINA,100,0.037,False
31473,2025-06-22 08:57:13,200,DISPINA,100,0.037,False
31473,2025-06-23 08:03:39,300,DISPINA,100,0.037,False
31473,2025-06-23 08:07:12,11,DISPINA,100,0.037,False
31473,2025-06-24 08:13:24,600,DISPINA,100,0.037,False
31473,2025-06-28 07:46:21,100,DISPINA,100,0.037,False
31473,2025-06-29 07:25:13,200,DISPINA,100,0.037,False
31473,2025-06-29 08:03:13,400,DISPINA,100,0.037,False
31473,2025-06-29 10:14:21,200,DISPINA,100,0.037,False
31473,2025-06-30 07:34:54,200,DISPINA,100,0.037,False
31473,2025-06-30 08:55:20,300,DISPINA,100,0.037,False
31473,2025-06-30 14:26:12,200,DISPINA,100,0.037,False
31473,2025-07-01 07:32:38,1000,DISPINA,100,0.037,False
31473,2025-07-01 08:33:12,400,DISPINA,100,0.037,False
31473,2025-07-01 12:49:16,100,DISPINA,100,0.037,False
31473,2025-07-03 08:25:20,600,DISPINA,100,0.037,False
31473,2025-07-03 09:02:22,300,DISPINA,100,0.037,False
31473,2025-07-03 13:34:06,500,DISPINA,100,0.037,False
31473,2025-07-07 07:19:51,300,DISPINA,100,0.037,False
31473,2025-07-07 07:50:55,100,DISPINA,100,0.037,False
31473,2025-07-07 08:15:51,100,DISPINA,100,0.037,False
31473,2025-07-07 08:27:27,500,DISPINA,100,0.037,False
31473,2025-07-07 09:56:08,500,DISPINA,100,0.037,False
31473,2025-07-07 10:05:54,200,DISPINA,100,0.037,False
31473,2025-07-07 10:48:52,1000,DISPINA,100,0.037,False
31473,2025-07-07 13:39:49,100,DISPINA,100,0.037,False
31473,2025-07-07 14:31:19,1000,DISPINA,100,0.037,False
31473,2025-07-09 08:41:32,500,DISPINA,100,0.037,False
