id_produit,cree_le,categorie,colisage fardeau,colisage palette,volume pcs (m3),Is_Gerbable,quantite
32088,2025-05-07 00:00:00,TABLEAUX DISTRIBUTION,3,3000,0.02,True,60
32078,2025-05-07 00:00:00,TABLEAUX DISTRIBUTION,6,1000,0.02,True,90
32083,2025-05-07 00:00:00,TABLEAUX DISTRIBUTION,3,2800,0.02,True,6
31841,2025-05-07 00:00:00,MODULE,60,2300,0.037,True,60
31860,2025-05-07 00:00:00,MODULE,60,2100,0.037,True,60
31951,2025-05-07 00:00:00,MODULE,60,1300,0.037,False,180
40738,2025-05-07 00:00:00,DISPINA METALIC,60,2700,0.037,True,360
40905,2025-05-07 00:00:00,DISPINA METALIC,60,1700,0.037,True,480
40923,2025-05-07 00:00:00,DISPINA METALIC,60,1200,0.037,True,60
40677,2025-05-07 00:00:00,DISPINA METALIC,60,1500,0.037,True,60
31494,2025-05-07 00:00:00,DISPINA METALIC,80,2500,0.037,True,80
31510,2025-05-07 00:00:00,DISPINA METALIC,80,2200,0.037,False,80
40925,2025-05-07 00:00:00,DISPINA METALIC,120,2100,0.037,True,480
41309,2025-05-07 00:00:00,DISPINA METALIC,80,3000,0.037,True,80
41177,2025-05-07 00:00:00,DISPINA METALIC,80,2600,0.037,True,160
41178,2025-05-07 00:00:00,DISPINA METALIC,75,1400,0.037,True,75
31373,2025-05-07 00:00:00,MINI DISJONCTEUR,120,3000,0.026,False,120
31388,2025-05-07 00:00:00,MINI DISJONCTEUR,60,2300,0.036,True,120
31634,2025-05-07 00:00:00,MINI DISJONCTEUR,60,1300,0.034,False,60
31775,2025-05-07 00:00:00,SPOT,40,1900,0.022,True,80
31776,2025-05-07 00:00:00,SPOT,20,2700,0.05,True,40
31777,2025-05-07 00:00:00,SPOT,20,2900,0.06,True,40
39907,2025-05-07 00:00:00,SPOT,40,3000,0.06,False,200
34014,2025-05-07 00:00:00,ICON,100,3000,0.041,False,100
34018,2025-05-07 00:00:00,ICON,100,1800,0.041,False,100
34397,2025-05-07 00:00:00,ICON,50,1600,0.041,False,50
34403,2025-05-07 00:00:00,ICON,100,2600,0.041,False,100
34395,2025-05-07 00:00:00,ICON,32,1900,0.041,False,32
35576,2025-05-07 00:00:00,ICON,100,1800,0.041,False,300
35593,2025-05-07 00:00:00,ICON,50,1800,0.041,False,50
35584,2025-05-07 00:00:00,ICON,100,2100,0.041,False,2000
35586,2025-05-07 00:00:00,ICON,100,1400,0.041,False,100
35588,2025-05-07 00:00:00,ICON,50,2500,0.041,False,50
35596,2025-05-07 00:00:00,ICON,60,2900,0.041,False,420
35574,2025-05-07 00:00:00,ICON,100,2400,0.041,False,200
35580,2025-05-07 00:00:00,ICON,100,2600,0.041,False,1000
35598,2025-05-07 00:00:00,ICON,32,2600,0.041,False,32
31531,2025-05-07 00:00:00,EVOLUTION PLUS,30,2200,0.037,False,300
31338,2025-05-07 00:00:00,MOULURE,60,1300,0.000125,True,180
31461,2025-05-07 00:00:00,DISPINA,100,1600,0.037,False,300
32086,2025-05-07 00:00:00,TABLEAUX DISTRIBUTION,6,3000,0.032,True,210
32080,2025-05-07 00:00:00,TABLEAUX DISTRIBUTION,6,1000,0.032,True,30
40922,2025-05-07 00:00:00,DISPINA METALIC,60,2100,0.037,True,120
31509,2025-05-07 00:00:00,DISPINA METALIC,120,2300,0.037,False,600
31549,2025-05-07 00:00:00,EVOLUTION,100,2800,0.037,False,200
31569,2025-05-07 00:00:00,EVOLUTION,100,1100,0.037,False,1000
31551,2025-05-07 00:00:00,EVOLUTION,100,1500,0.037,False,200
31558,2025-05-07 00:00:00,EVOLUTION,100,1900,0.037,False,100
31556,2025-05-07 00:00:00,EVOLUTION,100,2100,0.037,False,100
31567,2025-05-07 00:00:00,EVOLUTION,50,2600,0.037,False,100
31730,2025-05-07 00:00:00,MONO ACCESSOIRES,60,3000,0.034,True,120
31995,2025-05-07 00:00:00,OBERON,100,2200,0.041,False,300
31996,2025-05-07 00:00:00,OBERON,100,2600,0.041,False,500
31994,2025-05-07 00:00:00,OBERON,100,2400,0.041,False,400
31985,2025-05-07 00:00:00,OBERON,80,2300,0.041,False,400
31733,2025-05-07 00:00:00,MONO ACCESSOIRES,30,2400,0.034,True,60
31584,2025-05-07 00:00:00,EVOLUTION PLUS,100,1700,0.034,False,1000
35594,2025-05-07 00:00:00,ICON,50,2200,0.041,False,100
35578,2025-05-07 00:00:00,ICON,100,2600,0.041,False,300
35585,2025-05-07 00:00:00,ICON,100,2400,0.041,False,500
35587,2025-05-07 00:00:00,ICON,100,2600,0.041,False,100
35595,2025-05-07 00:00:00,ICON,80,2100,0.041,False,240
35597,2025-05-07 00:00:00,ICON,32,1500,0.041,False,128
34017,2025-05-07 00:00:00,ICON,100,1500,0.041,False,800
31760,2025-05-07 00:00:00,MOULURE,14,2100,0.08000000000000002,False,560
31686,2025-05-07 00:00:00,LARISSA,100,1800,0.041,True,2000
31462,2025-05-07 00:00:00,DISPINA,100,1100,0.037,False,100
31850,2025-05-07 00:00:00,MODULE,80,2400,0.037,True,160
40663,2025-05-07 00:00:00,DISPINA METALIC,60,2200,0.037,True,120
31594,2025-05-07 00:00:00,EVOLUTION PLUS,100,1400,0.034,False,200
31762,2025-05-07 00:00:00,MOULURE,90,2400,0.0008,False,900
31767,2025-05-07 00:00:00,MOULURE,50,2000,0.0048,False,500
31334,2025-05-07 00:00:00,MOULURE,32,1600,0.0002,True,128
31698,2025-05-07 00:00:00,LARISSA,100,1400,0.041,True,500
31706,2025-05-07 00:00:00,LARISSA,100,1900,0.041,True,1000
31688,2025-05-07 00:00:00,LARISSA,100,1900,0.041,True,200
31687,2025-05-07 00:00:00,LARISSA,100,2800,0.041,True,100
31441,2025-05-07 00:00:00,DISPINA,20,2000,0.037,True,100
32084,2025-05-07 00:00:00,TABLEAUX DISTRIBUTION,6,2500,0.02,True,30
32087,2025-05-07 00:00:00,TABLEAUX DISTRIBUTION,6,2800,0.034,True,60
32089,2025-05-07 00:00:00,TABLEAUX DISTRIBUTION,3,1600,0.02,True,15
31848,2025-05-07 00:00:00,MODULE,60,2200,0.037,True,60
31858,2025-05-07 00:00:00,MODULE,60,1500,0.037,True,360
31960,2025-05-07 00:00:00,MODULE,60,2600,0.037,False,60
40675,2025-05-07 00:00:00,DISPINA METALIC,60,2900,0.037,True,120
41176,2025-05-07 00:00:00,DISPINA METALIC,60,2100,0.037,True,120
40906,2025-05-07 00:00:00,DISPINA METALIC,60,2300,0.037,True,180
31493,2025-05-07 00:00:00,DISPINA METALIC,120,2100,0.037,True,600
34013,2025-05-07 00:00:00,ICON,100,3000,0.041,False,300
34402,2025-05-07 00:00:00,ICON,50,2500,0.041,False,100
34016,2025-05-07 00:00:00,ICON,100,1100,0.041,False,1000
34015,2025-05-07 00:00:00,ICON,100,1100,0.041,False,200
34394,2025-05-07 00:00:00,ICON,32,2900,0.041,False,64
31565,2025-05-07 00:00:00,EVOLUTION,100,1700,0.037,False,800
31543,2025-05-07 00:00:00,EVOLUTION,100,2000,0.037,False,200
31554,2025-05-07 00:00:00,EVOLUTION,100,2600,0.037,False,2000
31557,2025-05-07 00:00:00,EVOLUTION,100,1800,0.037,False,200
31552,2025-05-07 00:00:00,EVOLUTION,80,2500,0.037,False,240
31553,2025-05-07 00:00:00,EVOLUTION,50,2600,0.037,False,100
31723,2025-05-07 00:00:00,MONO ACCESSOIRES,200,3000,0.025,True,1000
31725,2025-05-07 00:00:00,MONO ACCESSOIRES,150,2900,0.034,True,300
31732,2025-05-07 00:00:00,MONO ACCESSOIRES,200,1300,0.034,True,1000
31992,2025-05-07 00:00:00,OBERON,100,2400,0.041,False,100
31993,2025-05-07 00:00:00,OBERON,100,2300,0.041,False,500
31986,2025-05-07 00:00:00,OBERON,160,1400,0.041,False,800
31987,2025-05-07 00:00:00,OBERON,10,1200,0.041,False,50
31595,2025-05-07 00:00:00,EVOLUTION PLUS,100,1200,0.037,False,200
31589,2025-05-07 00:00:00,EVOLUTION PLUS,100,1200,0.034,False,100
31761,2025-05-07 00:00:00,MOULURE,150,1000,0.000512,False,4500
31772,2025-05-07 00:00:00,MOULURE,130,1300,0.000512,False,1300
31766,2025-05-07 00:00:00,MOULURE,80,3000,0.0032,False,800
31769,2025-05-07 00:00:00,MOULURE,28,2400,0.0048,False,420
31729,2025-04-30 00:00:00,MONO ACCESSOIRES,150,1500,0.034,True,150
32087,2025-04-30 00:00:00,TABLEAUX DISTRIBUTION,6,2800,0.034,True,18
32089,2025-04-30 00:00:00,TABLEAUX DISTRIBUTION,3,1600,0.02,True,3
31993,2025-04-30 00:00:00,OBERON,100,2300,0.041,False,100
31994,2025-04-30 00:00:00,OBERON,100,2400,0.041,False,100
31440,2025-04-30 00:00:00,DISPINA,40,1200,0.037,True,80
31441,2025-04-30 00:00:00,DISPINA,20,2000,0.037,True,40
31565,2025-04-30 00:00:00,EVOLUTION,100,1700,0.037,False,800
31584,2025-04-30 00:00:00,EVOLUTION PLUS,100,1700,0.034,False,100
31587,2025-04-30 00:00:00,EVOLUTION PLUS,100,1500,0.034,False,100
31554,2025-04-30 00:00:00,EVOLUTION,100,2600,0.037,False,500
31724,2025-04-30 00:00:00,MONO ACCESSOIRES,120,2600,0.034,True,200
31730,2025-04-30 00:00:00,MONO ACCESSOIRES,60,3000,0.034,True,60
31725,2025-04-30 00:00:00,MONO ACCESSOIRES,150,2900,0.034,True,300
35586,2025-05-06 00:00:00,ICON,100,1400,0.041,False,500
31493,2025-05-06 00:00:00,DISPINA METALIC,120,2100,0.037,True,600
31513,2025-05-06 00:00:00,DISPINA METALIC,40,2700,0.037,False,80
31509,2025-05-06 00:00:00,DISPINA METALIC,120,2300,0.037,False,600
31510,2025-05-06 00:00:00,DISPINA METALIC,80,2200,0.037,False,240
31511,2025-05-06 00:00:00,DISPINA METALIC,75,1300,0.037,False,300
31512,2025-05-06 00:00:00,DISPINA METALIC,40,2900,0.037,False,80
31488,2025-05-06 00:00:00,DISPINA METALIC,40,1700,0.037,True,80
31841,2025-05-06 00:00:00,MODULE,60,2300,0.037,True,240
31848,2025-05-06 00:00:00,MODULE,60,2200,0.037,True,360
31858,2025-05-06 00:00:00,MODULE,60,1500,0.037,True,420
31859,2025-05-06 00:00:00,MODULE,60,1100,0.037,True,360
31860,2025-05-06 00:00:00,MODULE,60,2100,0.037,True,420
31866,2025-05-06 00:00:00,MODULE,60,2900,0.037,True,360
31870,2025-05-06 00:00:00,MODULE,60,2800,0.037,True,60
31870,2025-05-06 00:00:00,MODULE,60,2800,0.037,True,0
31876,2025-05-06 00:00:00,MODULE,60,1200,0.037,False,300
31864,2025-05-06 00:00:00,MODULE,60,2000,0.037,True,120
31932,2025-05-06 00:00:00,MODULE,60,1600,0.037,False,300
31940,2025-05-06 00:00:00,MODULE,60,1900,0.037,False,60
31940,2025-05-06 00:00:00,MODULE,60,1900,0.037,False,0
31951,2025-05-06 00:00:00,MODULE,60,1300,0.037,False,600
31952,2025-05-06 00:00:00,MODULE,60,1500,0.037,False,300
31953,2025-05-06 00:00:00,MODULE,60,1700,0.037,False,420
31955,2025-05-06 00:00:00,MODULE,60,2000,0.037,False,60
31960,2025-05-06 00:00:00,MODULE,60,2600,0.037,False,420
31964,2025-05-06 00:00:00,MODULE,60,2400,0.037,False,0
31969,2025-05-06 00:00:00,MODULE,60,1800,0.037,False,480
32078,2025-05-06 00:00:00,TABLEAUX DISTRIBUTION,6,1000,0.02,True,30
32079,2025-05-06 00:00:00,TABLEAUX DISTRIBUTION,6,1500,0.027,True,30
31686,2025-05-03 00:00:00,LARISSA,100,1800,0.041,True,2500
31688,2025-05-03 00:00:00,LARISSA,100,1900,0.041,True,2000
31698,2025-05-03 00:00:00,LARISSA,100,1400,0.041,True,1000
31706,2025-05-03 00:00:00,LARISSA,100,1900,0.041,True,600
31674,2025-05-03 00:00:00,LARISSA,100,2500,0.041,True,500
31663,2025-05-03 00:00:00,LARISSA,100,2000,0.041,True,400
31700,2025-05-03 00:00:00,LARISSA,50,1300,0.041,True,50
31676,2025-05-03 00:00:00,LARISSA,60,2600,0.041,True,60
31678,2025-05-03 00:00:00,LARISSA,60,2700,0.041,True,60
31689,2025-05-03 00:00:00,LARISSA,100,2200,0.041,True,100
31681,2025-05-03 00:00:00,LARISSA,50,2200,0.041,True,50
31672,2025-05-03 00:00:00,LARISSA,50,1600,0.041,True,50
31665,2025-05-03 00:00:00,LARISSA,40,1300,0.041,True,600
31666,2025-05-03 00:00:00,LARISSA,20,1300,0.041,True,500
31667,2025-05-03 00:00:00,LARISSA,20,1900,0.041,True,40
31668,2025-05-03 00:00:00,LARISSA,20,3000,0.041,True,40
31662,2025-05-03 00:00:00,LARISSA,200,1400,0.041,True,2000
31661,2025-05-03 00:00:00,LARISSA,200,2100,0.041,True,5000
31647,2025-05-03 00:00:00,LARISSA,200,1900,0.041,False,600
31658,2025-05-03 00:00:00,LARISSA,200,2800,0.041,True,400
31734,2025-05-06 00:00:00,MONO ACCESSOIRES,20,2800,0.034,True,180
34213,2025-05-06 00:00:00,ORION,9,2000,0.026,False,9
32080,2025-05-06 00:00:00,TABLEAUX DISTRIBUTION,6,1000,0.032,True,42
32088,2025-05-06 00:00:00,TABLEAUX DISTRIBUTION,3,3000,0.02,True,150
31986,2025-05-06 00:00:00,OBERON,160,1400,0.041,False,160
31994,2025-05-06 00:00:00,OBERON,100,2400,0.041,False,200
31996,2025-05-06 00:00:00,OBERON,100,2600,0.041,False,100
31554,2025-05-06 00:00:00,EVOLUTION,100,2600,0.037,False,900
31587,2025-05-06 00:00:00,EVOLUTION PLUS,100,1500,0.034,False,200
31557,2025-05-06 00:00:00,EVOLUTION,100,1800,0.037,False,800
31565,2025-05-06 00:00:00,EVOLUTION,100,1700,0.037,False,600
31569,2025-05-06 00:00:00,EVOLUTION,100,1100,0.037,False,400
34637,2025-05-06 00:00:00,MOULURE,240,1800,0.000288,False,3120
31772,2025-05-06 00:00:00,MOULURE,130,1300,0.000512,False,2340
31773,2025-05-06 00:00:00,MOULURE,88,1400,0.0008,False,264
31763,2025-05-06 00:00:00,MOULURE,52,1300,0.00125,False,260
31765,2025-05-06 00:00:00,MOULURE,60,2300,0.00128,False,480
31769,2025-05-06 00:00:00,MOULURE,28,2400,0.0048,False,504
34018,2025-05-06 00:00:00,ICON,100,1800,0.041,False,100
34014,2025-05-06 00:00:00,ICON,100,3000,0.041,False,100
35578,2025-05-06 00:00:00,ICON,100,2600,0.041,False,100
35595,2025-05-06 00:00:00,ICON,80,2100,0.041,False,560
35596,2025-05-06 00:00:00,ICON,60,2900,0.041,False,120
35597,2025-05-06 00:00:00,ICON,32,1500,0.041,False,32
35576,2025-05-06 00:00:00,ICON,100,1800,0.041,False,100
35594,2025-05-06 00:00:00,ICON,50,2200,0.041,False,100
35584,2025-05-06 00:00:00,ICON,100,2100,0.041,False,1400
35585,2025-05-06 00:00:00,ICON,100,2400,0.041,False,1100
35574,2025-05-06 00:00:00,ICON,100,2400,0.041,False,400
35580,2025-05-06 00:00:00,ICON,100,2600,0.041,False,100
34016,2025-05-06 00:00:00,ICON,100,1100,0.041,False,1200
34015,2025-05-06 00:00:00,ICON,100,1100,0.041,False,1100
34017,2025-05-06 00:00:00,ICON,100,1500,0.041,False,200
31667,2025-05-06 00:00:00,LARISSA,20,1900,0.041,True,20
31662,2025-05-06 00:00:00,LARISSA,200,1400,0.041,True,1400
31686,2025-05-06 00:00:00,LARISSA,100,1800,0.041,True,500
32001,2025-05-06 00:00:00,OCTANS,90,3000,0.041,False,90
41600,2025-05-06 00:00:00,PROJECTEUR NOIR,8,2100,6.000000000000002e-05,False,8
34013,2025-05-06 00:00:00,ICON,100,3000,0.041,False,300
31665,2025-05-06 00:00:00,LARISSA,40,1300,0.041,True,80
31674,2025-05-06 00:00:00,LARISSA,100,2500,0.041,True,100
31647,2025-05-06 00:00:00,LARISSA,200,1900,0.041,False,400
31688,2025-05-06 00:00:00,LARISSA,100,1900,0.041,True,400
31813,2025-05-06 00:00:00,MODULE,80,2800,0.037,True,80
31946,2025-05-06 00:00:00,MODULE,60,2100,0.037,False,60
31493,2025-05-06 00:00:00,DISPINA METALIC,120,2100,0.037,True,1200
31510,2025-05-06 00:00:00,DISPINA METALIC,80,2200,0.037,False,80
31511,2025-05-06 00:00:00,DISPINA METALIC,75,1300,0.037,False,75
31858,2025-05-06 00:00:00,MODULE,60,1500,0.037,True,540
31951,2025-05-06 00:00:00,MODULE,60,1300,0.037,False,60
31953,2025-05-06 00:00:00,MODULE,60,1700,0.037,False,600
31388,2025-05-06 00:00:00,MINI DISJONCTEUR,60,2300,0.036,True,120
31732,2025-05-06 00:00:00,MONO ACCESSOIRES,200,1300,0.034,True,1200
31725,2025-05-06 00:00:00,MONO ACCESSOIRES,150,2900,0.034,True,1500
34211,2025-05-06 00:00:00,ORION,9,1100,0.026,False,27
32078,2025-05-06 00:00:00,TABLEAUX DISTRIBUTION,6,1000,0.02,True,12
32086,2025-05-06 00:00:00,TABLEAUX DISTRIBUTION,6,3000,0.032,True,60
32089,2025-05-06 00:00:00,TABLEAUX DISTRIBUTION,3,1600,0.02,True,45
31993,2025-05-06 00:00:00,OBERON,100,2300,0.041,False,600
31995,2025-05-06 00:00:00,OBERON,100,2200,0.041,False,100
31998,2025-05-06 00:00:00,OCTANS,90,1500,0.041,False,90
32003,2025-05-06 00:00:00,OCTANS,90,2100,0.041,False,90
41601,2025-05-06 00:00:00,PROJECTEUR NOIR,5,1200,6.000000000000002e-05,False,10
41602,2025-05-06 00:00:00,PROJECTEUR NOIR,3,1300,6.000000000000002e-05,False,24
31776,2025-05-06 00:00:00,SPOT,20,2700,0.05,True,140
31778,2025-05-06 00:00:00,SPOT,10,1900,0.07,True,30
38719,2025-05-06 00:00:00,TUBE LED,25,2600,4.8e-06,False,100
39907,2025-05-06 00:00:00,SPOT,40,3000,0.06,False,1200
31441,2025-05-06 00:00:00,DISPINA,20,2000,0.037,True,20
31543,2025-05-06 00:00:00,EVOLUTION,100,2000,0.037,False,200
31551,2025-05-06 00:00:00,EVOLUTION,100,1500,0.037,False,100
31552,2025-05-06 00:00:00,EVOLUTION,80,2500,0.037,False,80
31848,2025-05-06 00:00:00,MODULE,60,2200,0.037,True,180
31855,2025-05-06 00:00:00,MODULE,60,2100,0.037,True,60
31484,2025-05-06 00:00:00,DISPINA METALIC,120,1900,0.037,True,360
31509,2025-05-06 00:00:00,DISPINA METALIC,120,2300,0.037,False,840
31512,2025-05-06 00:00:00,DISPINA METALIC,40,2900,0.037,False,80
31952,2025-05-06 00:00:00,MODULE,60,1500,0.037,False,60
31860,2025-05-06 00:00:00,MODULE,60,2100,0.037,True,420
31960,2025-05-06 00:00:00,MODULE,60,2600,0.037,False,120
31723,2025-05-06 00:00:00,MONO ACCESSOIRES,200,3000,0.025,True,2000
31724,2025-05-06 00:00:00,MONO ACCESSOIRES,120,2600,0.034,True,900
31729,2025-05-13 00:00:00,MONO ACCESSOIRES,150,1500,0.034,True,450
31463,2025-05-13 00:00:00,DISPINA,100,3000,0.037,False,300
31473,2025-05-13 00:00:00,DISPINA,100,1100,0.037,False,200
31449,2025-05-13 00:00:00,DISPINA,100,1600,0.037,True,100
31482,2025-05-13 00:00:00,DISPINA,100,1000,0.037,False,100
32125,2025-05-13 00:00:00,SPOT,60,2100,0.06,True,120
34015,2025-05-13 00:00:00,ICON,100,1100,0.041,False,100
34016,2025-05-13 00:00:00,ICON,100,1100,0.041,False,100
34013,2025-05-13 00:00:00,ICON,100,3000,0.041,False,100
34014,2025-05-13 00:00:00,ICON,100,3000,0.041,False,100
34017,2025-05-13 00:00:00,ICON,100,1500,0.041,False,100
31554,2025-05-13 00:00:00,EVOLUTION,100,2600,0.037,False,200
31565,2025-05-13 00:00:00,EVOLUTION,100,1700,0.037,False,200
31549,2025-05-13 00:00:00,EVOLUTION,100,2800,0.037,False,100
31569,2025-05-13 00:00:00,EVOLUTION,100,1100,0.037,False,100
32088,2025-05-13 00:00:00,TABLEAUX DISTRIBUTION,3,3000,0.02,True,9
32087,2025-05-13 00:00:00,TABLEAUX DISTRIBUTION,6,2800,0.034,True,18
32086,2025-05-13 00:00:00,TABLEAUX DISTRIBUTION,6,3000,0.032,True,12
32079,2025-05-13 00:00:00,TABLEAUX DISTRIBUTION,6,1500,0.027,True,18
35576,2025-05-13 00:00:00,ICON,100,1800,0.041,False,100
35585,2025-05-13 00:00:00,ICON,100,2400,0.041,False,100
35584,2025-05-13 00:00:00,ICON,100,2100,0.041,False,100
31587,2025-05-13 00:00:00,EVOLUTION PLUS,100,1500,0.034,False,200
31584,2025-05-13 00:00:00,EVOLUTION PLUS,100,1700,0.034,False,100
31756,2025-05-13 00:00:00,MONO ACCESSOIRES,120,1700,0.038,True,360
31754,2025-05-13 00:00:00,MONO ACCESSOIRES,200,1500,0.038,True,600
31755,2025-05-13 00:00:00,MONO ACCESSOIRES,200,2800,0.038,True,600
31731,2025-05-13 00:00:00,MONO ACCESSOIRES,100,2200,0.034,True,300
31730,2025-05-13 00:00:00,MONO ACCESSOIRES,60,3000,0.034,True,180
31733,2025-05-13 00:00:00,MONO ACCESSOIRES,30,2400,0.034,True,30
31565,2025-05-14 00:00:00,EVOLUTION,100,1700,0.037,False,400
31557,2025-05-14 00:00:00,EVOLUTION,100,1800,0.037,False,400
31554,2025-05-14 00:00:00,EVOLUTION,100,2600,0.037,False,400
31551,2025-05-14 00:00:00,EVOLUTION,100,1500,0.037,False,200
32078,2025-05-14 00:00:00,TABLEAUX DISTRIBUTION,6,1000,0.02,True,30
31587,2025-05-14 00:00:00,EVOLUTION PLUS,100,1500,0.034,False,400
31584,2025-05-14 00:00:00,EVOLUTION PLUS,100,1700,0.034,False,400
31723,2025-05-14 00:00:00,MONO ACCESSOIRES,200,3000,0.025,True,400
34018,2025-05-14 00:00:00,ICON,100,1800,0.041,False,300
34014,2025-05-14 00:00:00,ICON,100,3000,0.041,False,300
34017,2025-05-14 00:00:00,ICON,100,1500,0.041,False,200
34403,2025-05-14 00:00:00,ICON,100,2600,0.041,False,200
34013,2025-05-14 00:00:00,ICON,100,3000,0.041,False,300
34015,2025-05-14 00:00:00,ICON,100,1100,0.041,False,600
34016,2025-05-14 00:00:00,ICON,100,1100,0.041,False,200
35578,2025-05-14 00:00:00,ICON,100,2600,0.041,False,200
35576,2025-05-14 00:00:00,ICON,100,1800,0.041,False,200
35580,2025-05-14 00:00:00,ICON,100,2600,0.041,False,100
34392,2025-05-14 00:00:00,ICON,80,2200,0.041,False,160
34393,2025-05-14 00:00:00,ICON,60,2100,0.041,False,120
34394,2025-05-14 00:00:00,ICON,32,2900,0.041,False,96
34395,2025-05-14 00:00:00,ICON,32,1900,0.041,False,64
35596,2025-05-14 00:00:00,ICON,60,2900,0.041,False,60
31996,2025-05-14 00:00:00,OBERON,100,2600,0.041,False,200
31995,2025-05-14 00:00:00,OBERON,100,2200,0.041,False,200
31994,2025-05-14 00:00:00,OBERON,100,2400,0.041,False,400
31993,2025-05-14 00:00:00,OBERON,100,2300,0.041,False,400
31723,2025-04-28 00:00:00,MONO ACCESSOIRES,200,3000,0.025,True,1000
32079,2025-04-28 00:00:00,TABLEAUX DISTRIBUTION,6,1500,0.027,True,30
32080,2025-04-28 00:00:00,TABLEAUX DISTRIBUTION,6,1000,0.032,True,30
32086,2025-04-28 00:00:00,TABLEAUX DISTRIBUTION,6,3000,0.032,True,30
32082,2025-04-28 00:00:00,TABLEAUX DISTRIBUTION,3,1400,0.05,True,6
32088,2025-04-28 00:00:00,TABLEAUX DISTRIBUTION,3,3000,0.02,True,15
32085,2025-04-28 00:00:00,TABLEAUX DISTRIBUTION,6,2500,0.027,True,30
36658,2025-04-28 00:00:00,TABLEAUX DISTRIBUTION,6,2500,0.034,True,30
36155,2025-04-28 00:00:00,TABLEAUX DISTRIBUTION,3,2100,0.05,True,15
39913,2025-05-03 00:00:00,SPOT,100,2300,0.07,False,100
32131,2025-05-03 00:00:00,SPOT,90,2100,0.07,True,540
31953,2025-05-03 00:00:00,MODULE,60,1700,0.037,False,60
31951,2025-05-03 00:00:00,MODULE,60,1300,0.037,False,60
31960,2025-05-03 00:00:00,MODULE,60,2600,0.037,False,60
31969,2025-05-03 00:00:00,MODULE,60,1800,0.037,False,60
31939,2025-05-03 00:00:00,MODULE,60,2600,0.037,False,0
39914,2025-05-03 00:00:00,SPOT,60,2100,0.022,False,60
39915,2025-05-03 00:00:00,SPOT,40,1700,0.05,False,80
39916,2025-05-03 00:00:00,SPOT,30,1300,0.06,False,60
31728,2025-05-03 00:00:00,MONO ACCESSOIRES,225,2800,0.034,True,675
31730,2025-05-03 00:00:00,MONO ACCESSOIRES,60,3000,0.034,True,420
31731,2025-05-03 00:00:00,MONO ACCESSOIRES,100,2200,0.034,True,500
31997,2025-05-03 00:00:00,OCTANS,90,2800,0.041,False,90
32000,2025-05-03 00:00:00,OCTANS,40,1200,0.041,False,80
38781,2025-05-03 00:00:00,TABLEAUX DISTRIBUTION,6,1500,0.027,True,36
38907,2025-05-03 00:00:00,TABLEAUX DISTRIBUTION,6,1900,0.027,True,36
36521,2025-05-03 00:00:00,LAMPE LED MONO,100,1900,0.023,True,500
31948,2025-05-03 00:00:00,MODULE,60,2900,0.037,False,0
31932,2025-05-03 00:00:00,MODULE,60,1600,0.037,False,60
31798,2025-05-03 00:00:00,MODULE,60,1300,0.037,True,60
31799,2025-05-03 00:00:00,MODULE,60,1000,0.037,True,60
31886,2025-05-03 00:00:00,MODULE,60,2000,0.037,True,60
31887,2025-05-03 00:00:00,MODULE,60,2300,0.037,True,60
31801,2025-05-03 00:00:00,MODULE,60,2400,0.037,True,60
31803,2025-05-03 00:00:00,MODULE,60,1900,0.037,True,60
31815,2025-05-03 00:00:00,MODULE,60,1800,0.037,True,60
31899,2025-05-03 00:00:00,MODULE,60,1100,0.037,True,0
31881,2025-05-03 00:00:00,MODULE,60,1900,0.037,True,60
31509,2025-05-03 00:00:00,DISPINA METALIC,120,2300,0.037,False,120
31515,2025-05-03 00:00:00,DISPINA METALIC,80,2100,0.037,False,80
31510,2025-05-03 00:00:00,DISPINA METALIC,80,2200,0.037,False,80
31511,2025-05-03 00:00:00,DISPINA METALIC,75,1300,0.037,False,75
31512,2025-05-03 00:00:00,DISPINA METALIC,40,2900,0.037,False,40
31513,2025-05-03 00:00:00,DISPINA METALIC,40,2700,0.037,False,40
31501,2025-05-03 00:00:00,DISPINA METALIC,120,2100,0.037,True,120
31507,2025-05-03 00:00:00,DISPINA METALIC,80,1900,0.037,True,80
31502,2025-05-03 00:00:00,DISPINA METALIC,80,1200,0.037,True,80
31504,2025-05-03 00:00:00,DISPINA METALIC,40,2600,0.037,True,40
31505,2025-05-03 00:00:00,DISPINA METALIC,40,2300,0.037,True,40
31813,2025-05-03 00:00:00,MODULE,80,2800,0.037,True,80
31814,2025-05-03 00:00:00,MODULE,80,1800,0.037,True,80
31810,2025-05-03 00:00:00,MODULE,60,2600,0.037,True,0
31818,2025-05-03 00:00:00,MODULE,60,2500,0.037,True,0
31818,2025-05-03 00:00:00,MODULE,60,2500,0.037,True,0
31487,2025-05-03 00:00:00,DISPINA METALIC,40,2400,0.037,True,40
31488,2025-05-03 00:00:00,DISPINA METALIC,40,1700,0.037,True,40
31453,2025-05-03 00:00:00,DISPINA,60,2900,0.037,True,60
31480,2025-05-03 00:00:00,DISPINA,30,1700,0.037,False,30
31455,2025-05-03 00:00:00,DISPINA,50,1300,0.037,True,0
31455,2025-05-03 00:00:00,DISPINA,50,1300,0.037,True,0
39905,2025-05-03 00:00:00,SPOT,100,2900,0.022,False,100
39908,2025-05-03 00:00:00,SPOT,30,1500,0.09,False,30
