source_floor,source_row,source_col,nearest_target,target_type,cost
2,5,37,EXH-000,exhibition,25
2,5,39,EXH-000,exhibition,27
2,5,40,EXH-000,exhibition,28
2,5,42,EXH-000,exhibition,30
2,6,1,EXH-000,exhibition,51
2,6,8,EXH-000,exhibition,43
2,6,10,EXH-000,exhibition,41
2,6,11,EXH-000,exhibition,40
2,6,13,EXH-000,exhibition,38
2,6,15,EXH-000,exhibition,36
2,6,16,EXH-000,exhibition,35
2,6,18,EXH-000,exhibition,33
2,6,19,EXH-000,exhibition,32
2,6,22,EXH-000,exhibition,29
2,6,23,EXH-000,exhibition,28
2,6,36,EXH-000,exhibition,24
2,6,37,EXH-000,exhibition,25
2,6,39,EXH-000,exhibition,27
2,6,40,EXH-000,exhibition,28
2,6,42,EXH-000,exhibition,30
2,7,1,EXH-000,exhibition,52
2,7,8,EXH-000,exhibition,43
2,7,10,EXH-000,exhibition,41
2,7,11,EXH-000,exhibition,40
2,7,13,EXH-000,exhibition,38
2,7,15,EXH-000,exhibition,36
2,7,16,EXH-000,exhibition,35
2,7,18,EXH-000,exhibition,33
2,7,19,EXH-000,exhibition,32
2,7,22,EXH-000,exhibition,29
2,7,23,EXH-000,exhibition,28
2,7,36,EXH-000,exhibition,24
2,7,37,EXH-000,exhibition,25
2,7,39,EXH-000,exhibition,27
2,7,40,EXH-000,exhibition,28
2,7,42,EXH-000,exhibition,30
2,8,1,EXH-000,exhibition,52
2,8,8,EXH-000,exhibition,44
2,8,10,EXH-000,exhibition,42
2,8,11,EXH-000,exhibition,41
2,8,13,EXH-000,exhibition,39
2,8,15,EXH-000,exhibition,37
2,8,16,EXH-000,exhibition,36
2,8,18,EXH-000,exhibition,34
2,8,19,EXH-000,exhibition,33
2,8,22,EXH-000,exhibition,30
2,8,23,EXH-000,exhibition,29
2,8,36,EXH-000,exhibition,24
2,8,37,EXH-000,exhibition,25
2,8,39,EXH-000,exhibition,27
2,8,40,EXH-000,exhibition,28
2,8,42,EXH-000,exhibition,31
2,11,1,EXH-000,exhibition,53
2,11,3,EXH-000,exhibition,51
2,11,4,EXH-000,exhibition,50
2,11,6,EXH-000,exhibition,48
2,11,8,EXH-000,exhibition,46
2,11,9,EXH-000,exhibition,45
2,11,11,EXH-000,exhibition,43
2,11,12,EXH-000,exhibition,42
2,11,14,EXH-000,exhibition,40
2,11,16,EXH-000,exhibition,38
2,11,17,EXH-000,exhibition,37
2,11,19,EXH-000,exhibition,35
2,11,20,EXH-000,exhibition,34
2,11,22,EXH-000,exhibition,32
2,11,24,EXH-000,exhibition,30
2,11,25,EXH-000,exhibition,29
2,11,27,EXH-000,exhibition,27
2,11,28,EXH-000,exhibition,26
2,11,30,EXH-000,exhibition,25
2,11,32,EXH-000,exhibition,25
2,11,33,EXH-000,exhibition,25
2,11,35,EXH-000,exhibition,26
2,11,36,EXH-000,exhibition,27
2,11,38,EXH-000,exhibition,29
2,11,39,EXH-000,exhibition,30
2,11,41,EXH-000,exhibition,32
2,11,42,EXH-000,exhibition,33
2,11,44,EXH-000,exhibition,35
2,12,1,EXH-000,exhibition,54
2,12,3,EXH-000,exhibition,52
2,12,4,EXH-000,exhibition,51
2,12,6,EXH-000,exhibition,49
2,12,8,EXH-000,exhibition,47
2,12,9,EXH-000,exhibition,46
2,12,11,EXH-000,exhibition,44
2,12,12,EXH-000,exhibition,43
2,12,14,EXH-000,exhibition,41
2,12,16,EXH-000,exhibition,39
2,12,17,EXH-000,exhibition,38
2,12,19,EXH-000,exhibition,36
2,12,20,EXH-000,exhibition,35
2,12,22,EXH-000,exhibition,33
2,12,24,EXH-000,exhibition,31
2,12,25,EXH-000,exhibition,30
2,12,27,EXH-000,exhibition,28
2,12,28,EXH-000,exhibition,27
2,12,30,EXH-000,exhibition,26
2,12,32,EXH-000,exhibition,26
2,12,33,EXH-000,exhibition,26
2,12,35,EXH-000,exhibition,27
2,12,36,EXH-000,exhibition,28
2,12,38,EXH-000,exhibition,30
2,12,39,EXH-000,exhibition,31
2,12,41,EXH-000,exhibition,33
2,12,42,EXH-000,exhibition,34
2,12,44,EXH-000,exhibition,36
2,13,1,EXH-000,exhibition,55
2,13,3,EXH-000,exhibition,53
2,13,4,EXH-000,exhibition,52
2,13,6,EXH-000,exhibition,50
2,13,8,EXH-000,exhibition,48
2,13,9,EXH-000,exhibition,47
2,13,11,EXH-000,exhibition,45
2,13,12,EXH-000,exhibition,44
2,13,14,EXH-000,exhibition,42
2,13,16,EXH-000,exhibition,40
2,13,17,EXH-000,exhibition,39
2,13,19,EXH-000,exhibition,37
2,13,20,EXH-000,exhibition,36
2,13,22,EXH-000,exhibition,34
2,13,24,EXH-000,exhibition,32
2,13,25,EXH-000,exhibition,31
2,13,27,EXH-000,exhibition,29
2,13,28,EXH-000,exhibition,28
2,13,30,EXH-000,exhibition,27
2,13,32,EXH-000,exhibition,27
2,13,33,EXH-000,exhibition,27
2,13,35,EXH-000,exhibition,28
2,13,36,EXH-000,exhibition,29
2,13,38,EXH-000,exhibition,31
2,13,39,EXH-000,exhibition,32
2,13,41,EXH-000,exhibition,34
2,13,42,EXH-000,exhibition,35
2,13,44,EXH-000,exhibition,37
2,14,1,EXH-000,exhibition,56
2,14,3,EXH-000,exhibition,54
2,14,4,EXH-000,exhibition,53
2,14,6,EXH-000,exhibition,51
2,14,8,EXH-000,exhibition,49
2,14,9,EXH-000,exhibition,48
2,14,11,EXH-000,exhibition,46
2,14,12,EXH-000,exhibition,45
2,14,14,EXH-000,exhibition,43
2,14,16,EXH-000,exhibition,41
2,14,17,EXH-000,exhibition,40
2,14,19,EXH-000,exhibition,38
2,14,20,EXH-000,exhibition,37
2,14,22,EXH-000,exhibition,35
2,14,24,EXH-000,exhibition,33
2,14,25,EXH-000,exhibition,32
2,14,27,EXH-000,exhibition,30
2,14,28,EXH-000,exhibition,29
2,14,30,EXH-000,exhibition,28
2,14,32,EXH-000,exhibition,28
2,14,33,EXH-000,exhibition,28
2,14,35,EXH-000,exhibition,29
2,14,36,EXH-000,exhibition,30
2,14,38,EXH-000,exhibition,32
2,14,39,EXH-000,exhibition,33
2,14,41,EXH-000,exhibition,35
2,14,42,EXH-000,exhibition,36
2,14,44,EXH-000,exhibition,38
2,15,1,EXH-000,exhibition,57
2,15,3,EXH-000,exhibition,55
2,15,4,EXH-000,exhibition,54
2,15,6,EXH-000,exhibition,52
2,15,8,EXH-000,exhibition,50
2,15,9,EXH-000,exhibition,49
2,15,11,EXH-000,exhibition,47
2,15,12,EXH-000,exhibition,46
2,15,14,EXH-000,exhibition,44
2,15,16,EXH-000,exhibition,42
2,15,17,EXH-000,exhibition,41
2,15,19,EXH-000,exhibition,39
2,15,20,EXH-000,exhibition,38
2,15,22,EXH-000,exhibition,36
2,15,24,EXH-000,exhibition,34
2,15,25,EXH-000,exhibition,33
2,15,27,EXH-000,exhibition,31
2,15,28,EXH-000,exhibition,30
2,15,30,EXH-000,exhibition,29
2,15,32,EXH-000,exhibition,29
2,15,33,EXH-000,exhibition,29
2,15,35,EXH-000,exhibition,30
2,15,36,EXH-000,exhibition,31
2,15,38,EXH-000,exhibition,33
2,15,39,EXH-000,exhibition,34
2,15,41,EXH-000,exhibition,36
2,15,42,EXH-000,exhibition,37
2,15,44,EXH-000,exhibition,39
2,16,1,EXH-000,exhibition,58
2,16,3,EXH-000,exhibition,56
2,16,4,EXH-000,exhibition,55
2,16,6,EXH-000,exhibition,53
2,16,8,EXH-000,exhibition,51
2,16,9,EXH-000,exhibition,50
2,16,11,EXH-000,exhibition,48
2,16,12,EXH-000,exhibition,47
2,16,14,EXH-000,exhibition,45
2,16,16,EXH-000,exhibition,43
2,16,17,EXH-000,exhibition,42
2,16,19,EXH-000,exhibition,40
2,16,20,EXH-000,exhibition,39
2,16,22,EXH-000,exhibition,37
2,16,24,EXH-000,exhibition,35
2,16,25,EXH-000,exhibition,34
2,16,27,EXH-000,exhibition,32
2,16,28,EXH-000,exhibition,31
2,16,30,EXH-000,exhibition,30
2,16,32,EXH-000,exhibition,30
2,16,33,EXH-000,exhibition,30
2,16,35,EXH-000,exhibition,31
2,16,36,EXH-000,exhibition,32
2,16,38,EXH-000,exhibition,34
2,16,39,EXH-000,exhibition,35
2,16,41,EXH-000,exhibition,37
2,16,42,EXH-000,exhibition,38
2,16,44,EXH-000,exhibition,40
2,17,1,EXH-000,exhibition,59
2,17,3,EXH-000,exhibition,57
2,17,4,EXH-000,exhibition,56
2,17,6,EXH-000,exhibition,54
2,17,8,EXH-000,exhibition,52
2,17,9,EXH-000,exhibition,51
2,17,11,EXH-000,exhibition,49
2,17,12,EXH-000,exhibition,48
2,17,14,EXH-000,exhibition,46
2,17,16,EXH-000,exhibition,44
2,17,17,EXH-000,exhibition,43
2,17,19,EXH-000,exhibition,41
2,17,20,EXH-000,exhibition,40
2,17,22,EXH-000,exhibition,38
2,17,24,EXH-000,exhibition,36
2,17,25,EXH-000,exhibition,35
2,17,27,EXH-000,exhibition,33
2,17,28,EXH-000,exhibition,32
2,17,30,EXH-000,exhibition,31
2,17,32,EXH-000,exhibition,31
2,17,33,EXH-000,exhibition,31
2,17,35,EXH-000,exhibition,32
2,17,36,EXH-000,exhibition,33
2,17,38,EXH-000,exhibition,35
2,17,39,EXH-000,exhibition,36
2,17,41,EXH-000,exhibition,38
2,17,42,EXH-000,exhibition,39
2,17,44,EXH-000,exhibition,41
2,18,1,EXH-000,exhibition,60
2,18,3,EXH-000,exhibition,58
2,18,4,EXH-000,exhibition,57
2,18,6,EXH-000,exhibition,55
2,18,8,EXH-000,exhibition,53
2,18,9,EXH-000,exhibition,52
2,18,11,EXH-000,exhibition,50
2,18,12,EXH-000,exhibition,49
2,18,14,EXH-000,exhibition,47
2,18,16,EXH-000,exhibition,45
2,18,17,EXH-000,exhibition,44
2,18,19,EXH-000,exhibition,42
2,18,20,EXH-000,exhibition,41
2,18,22,EXH-000,exhibition,39
2,18,24,EXH-000,exhibition,37
2,18,25,EXH-000,exhibition,36
2,18,27,EXH-000,exhibition,34
2,18,28,EXH-000,exhibition,33
2,18,30,EXH-000,exhibition,32
2,18,32,EXH-000,exhibition,32
2,18,33,EXH-000,exhibition,32
2,18,35,EXH-000,exhibition,33
2,18,36,EXH-000,exhibition,34
2,18,38,EXH-000,exhibition,36
2,18,39,EXH-000,exhibition,37
2,18,41,EXH-000,exhibition,39
2,18,42,EXH-000,exhibition,40
2,18,44,EXH-000,exhibition,42
2,22,1,EXH-000,exhibition,64
2,22,3,EXH-000,exhibition,62
2,22,4,EXH-000,exhibition,61
2,22,6,EXH-000,exhibition,59
2,22,8,EXH-000,exhibition,57
2,22,9,EXH-000,exhibition,56
2,22,11,EXH-000,exhibition,54
2,22,12,EXH-000,exhibition,53
2,22,14,EXH-000,exhibition,51
2,22,16,EXH-000,exhibition,49
2,22,17,EXH-000,exhibition,48
2,22,19,EXH-000,exhibition,46
2,22,20,EXH-000,exhibition,45
2,22,22,EXH-000,exhibition,43
2,22,24,EXH-000,exhibition,41
2,22,25,EXH-000,exhibition,40
2,22,27,EXH-000,exhibition,38
2,22,28,EXH-000,exhibition,37
2,22,30,EXH-000,exhibition,36
2,22,32,EXH-000,exhibition,36
2,22,33,EXH-000,exhibition,36
2,22,35,EXH-000,exhibition,37
2,22,36,EXH-000,exhibition,38
2,22,38,EXH-000,exhibition,40
2,22,39,EXH-000,exhibition,41
2,22,41,EXH-000,exhibition,43
2,22,42,EXH-000,exhibition,44
2,22,44,EXH-000,exhibition,46
2,23,1,EXH-000,exhibition,65
2,23,3,EXH-000,exhibition,63
2,23,4,EXH-000,exhibition,62
2,23,6,EXH-000,exhibition,60
2,23,8,EXH-000,exhibition,58
2,23,9,EXH-000,exhibition,57
2,23,11,EXH-000,exhibition,55
2,23,12,EXH-000,exhibition,54
2,23,14,EXH-000,exhibition,52
2,23,16,EXH-000,exhibition,50
2,23,17,EXH-000,exhibition,49
2,23,19,EXH-000,exhibition,47
2,23,20,EXH-000,exhibition,46
2,23,22,EXH-000,exhibition,44
2,23,24,EXH-000,exhibition,42
2,23,25,EXH-000,exhibition,41
2,23,27,EXH-000,exhibition,39
2,23,28,EXH-000,exhibition,38
2,23,30,EXH-000,exhibition,37
2,23,32,EXH-000,exhibition,37
2,23,33,EXH-000,exhibition,37
2,23,35,EXH-000,exhibition,38
2,23,36,EXH-000,exhibition,39
2,23,38,EXH-000,exhibition,41
2,23,39,EXH-000,exhibition,42
2,23,41,EXH-000,exhibition,44
2,23,42,EXH-000,exhibition,45
2,23,44,EXH-000,exhibition,47
2,24,1,EXH-000,exhibition,66
2,24,3,EXH-000,exhibition,64
2,24,4,EXH-000,exhibition,63
2,24,6,EXH-000,exhibition,61
2,24,8,EXH-000,exhibition,59
2,24,9,EXH-000,exhibition,58
2,24,11,EXH-000,exhibition,56
2,24,12,EXH-000,exhibition,55
2,24,14,EXH-000,exhibition,53
2,24,16,EXH-000,exhibition,51
2,24,17,EXH-000,exhibition,50
2,24,19,EXH-000,exhibition,48
2,24,20,EXH-000,exhibition,47
2,24,22,EXH-000,exhibition,45
2,24,24,EXH-000,exhibition,43
2,24,25,EXH-000,exhibition,42
2,24,27,EXH-000,exhibition,40
2,24,28,EXH-000,exhibition,39
2,24,30,EXH-000,exhibition,38
2,24,32,EXH-000,exhibition,38
2,24,33,EXH-000,exhibition,38
2,24,35,EXH-000,exhibition,39
2,24,36,EXH-000,exhibition,40
2,24,38,EXH-000,exhibition,42
2,24,39,EXH-000,exhibition,43
2,24,41,EXH-000,exhibition,45
2,24,42,EXH-000,exhibition,46
2,24,44,EXH-000,exhibition,48
2,25,1,EXH-000,exhibition,67
2,25,3,EXH-000,exhibition,65
2,25,4,EXH-000,exhibition,64
2,25,6,EXH-000,exhibition,62
2,25,8,EXH-000,exhibition,60
2,25,9,EXH-000,exhibition,59
2,25,11,EXH-000,exhibition,57
2,25,12,EXH-000,exhibition,56
2,25,14,EXH-000,exhibition,54
2,25,16,EXH-000,exhibition,52
2,25,17,EXH-000,exhibition,51
2,25,19,EXH-000,exhibition,49
2,25,20,EXH-000,exhibition,48
2,25,22,EXH-000,exhibition,46
2,25,24,EXH-000,exhibition,44
2,25,25,EXH-000,exhibition,43
2,25,27,EXH-000,exhibition,41
2,25,28,EXH-000,exhibition,40
2,25,30,EXH-000,exhibition,39
2,25,32,EXH-000,exhibition,39
2,25,33,EXH-000,exhibition,39
2,25,35,EXH-000,exhibition,40
2,25,36,EXH-000,exhibition,41
2,25,38,EXH-000,exhibition,43
2,25,39,EXH-000,exhibition,44
2,25,41,EXH-000,exhibition,46
2,25,42,EXH-000,exhibition,47
2,25,44,EXH-000,exhibition,49
2,26,1,EXH-000,exhibition,68
2,26,3,EXH-000,exhibition,66
2,26,4,EXH-000,exhibition,65
2,26,6,EXH-000,exhibition,63
2,26,8,EXH-000,exhibition,61
2,26,9,EXH-000,exhibition,60
2,26,11,EXH-000,exhibition,58
2,26,12,EXH-000,exhibition,57
2,26,14,EXH-000,exhibition,55
2,26,16,EXH-000,exhibition,53
2,26,17,EXH-000,exhibition,52
2,26,19,EXH-000,exhibition,50
2,26,20,EXH-000,exhibition,49
2,26,22,EXH-000,exhibition,47
2,26,24,EXH-000,exhibition,45
2,26,25,EXH-000,exhibition,44
2,26,27,EXH-000,exhibition,42
2,26,28,EXH-000,exhibition,41
2,26,30,EXH-000,exhibition,40
2,26,32,EXH-000,exhibition,40
2,26,33,EXH-000,exhibition,40
2,26,35,EXH-000,exhibition,41
2,26,36,EXH-000,exhibition,42
2,26,38,EXH-000,exhibition,44
2,26,39,EXH-000,exhibition,45
2,26,41,EXH-000,exhibition,47
2,26,42,EXH-000,exhibition,48
2,26,44,EXH-000,exhibition,50
2,27,1,EXH-000,exhibition,69
2,27,3,EXH-000,exhibition,67
2,27,4,EXH-000,exhibition,66
2,27,6,EXH-000,exhibition,64
2,27,8,EXH-000,exhibition,62
2,27,9,EXH-000,exhibition,61
2,27,11,EXH-000,exhibition,59
2,27,12,EXH-000,exhibition,58
2,27,14,EXH-000,exhibition,56
2,27,16,EXH-000,exhibition,54
2,27,17,EXH-000,exhibition,53
2,27,19,EXH-000,exhibition,51
2,27,20,EXH-000,exhibition,50
2,27,22,EXH-000,exhibition,48
2,27,24,EXH-000,exhibition,46
2,27,25,EXH-000,exhibition,45
2,27,27,EXH-000,exhibition,43
2,27,28,EXH-000,exhibition,42
2,27,30,EXH-000,exhibition,41
2,27,32,EXH-000,exhibition,41
2,27,33,EXH-000,exhibition,41
2,27,35,EXH-000,exhibition,42
2,27,36,EXH-000,exhibition,43
2,27,38,EXH-000,exhibition,45
2,27,39,EXH-000,exhibition,46
2,27,41,EXH-000,exhibition,48
2,27,42,EXH-000,exhibition,49
2,27,44,EXH-000,exhibition,51
2,28,1,EXH-000,exhibition,70
2,28,3,EXH-000,exhibition,68
2,28,4,EXH-000,exhibition,67
2,28,6,EXH-000,exhibition,65
2,28,8,EXH-000,exhibition,63
2,28,9,EXH-000,exhibition,62
2,28,11,EXH-000,exhibition,60
2,28,12,EXH-000,exhibition,59
2,28,14,EXH-000,exhibition,57
2,28,16,EXH-000,exhibition,55
2,28,17,EXH-000,exhibition,54
2,28,19,EXH-000,exhibition,52
2,28,20,EXH-000,exhibition,51
2,28,22,EXH-000,exhibition,49
2,28,24,EXH-000,exhibition,47
2,28,25,EXH-000,exhibition,46
2,28,27,EXH-000,exhibition,44
2,28,28,EXH-000,exhibition,43
2,28,30,EXH-000,exhibition,42
2,28,32,EXH-000,exhibition,42
2,28,33,EXH-000,exhibition,42
2,28,35,EXH-000,exhibition,43
2,28,36,EXH-000,exhibition,44
2,28,38,EXH-000,exhibition,46
2,28,39,EXH-000,exhibition,47
2,28,41,EXH-000,exhibition,49
2,28,42,EXH-000,exhibition,50
2,28,44,EXH-000,exhibition,52
2,29,1,EXH-000,exhibition,71
2,29,3,EXH-000,exhibition,69
2,29,4,EXH-000,exhibition,68
2,29,6,EXH-000,exhibition,66
2,29,8,EXH-000,exhibition,64
2,29,9,EXH-000,exhibition,63
2,29,11,EXH-000,exhibition,61
2,29,12,EXH-000,exhibition,60
2,29,14,EXH-000,exhibition,58
2,29,16,EXH-000,exhibition,56
2,29,17,EXH-000,exhibition,55
2,29,19,EXH-000,exhibition,53
2,29,20,EXH-000,exhibition,52
2,29,22,EXH-000,exhibition,50
2,29,24,EXH-000,exhibition,48
2,29,25,EXH-000,exhibition,47
2,29,27,EXH-000,exhibition,45
2,29,28,EXH-000,exhibition,44
2,29,30,EXH-000,exhibition,43
2,29,32,EXH-000,exhibition,43
2,29,33,EXH-000,exhibition,43
2,29,35,EXH-000,exhibition,44
2,29,36,EXH-000,exhibition,45
2,29,38,EXH-000,exhibition,47
2,29,39,EXH-000,exhibition,48
2,29,41,EXH-000,exhibition,50
2,29,42,EXH-000,exhibition,51
2,29,44,EXH-000,exhibition,53
3,0,0,EXH-000,exhibition,64
3,0,1,EXH-000,exhibition,63
3,0,2,EXH-000,exhibition,62
3,0,3,EXH-000,exhibition,61
3,0,4,EXH-000,exhibition,60
3,0,5,EXH-000,exhibition,59
3,0,6,EXH-000,exhibition,58
3,0,9,EXH-000,exhibition,55
3,0,10,EXH-000,exhibition,54
3,0,11,EXH-000,exhibition,53
3,0,12,EXH-000,exhibition,52
3,0,14,EXH-000,exhibition,50
3,0,15,EXH-000,exhibition,49
3,0,17,EXH-000,exhibition,47
3,0,18,EXH-000,exhibition,46
3,0,22,EXH-000,exhibition,42
3,0,23,EXH-000,exhibition,41
3,0,24,EXH-000,exhibition,40
3,0,25,EXH-000,exhibition,39
3,0,26,EXH-000,exhibition,38
3,0,27,EXH-000,exhibition,37
3,0,28,EXH-000,exhibition,36
3,0,29,EXH-000,exhibition,36
3,0,30,EXH-000,exhibition,36
3,0,31,EXH-000,exhibition,36
3,0,36,EXH-000,exhibition,39
3,0,38,EXH-000,exhibition,41
3,0,39,EXH-000,exhibition,42
3,0,41,EXH-000,exhibition,44
3,1,0,EXH-000,exhibition,63
3,1,9,EXH-000,exhibition,54
3,1,10,EXH-000,exhibition,53
3,1,11,EXH-000,exhibition,52
3,1,12,EXH-000,exhibition,51
3,1,14,EXH-000,exhibition,49
3,1,15,EXH-000,exhibition,48
3,1,17,EXH-000,exhibition,46
3,1,18,EXH-000,exhibition,45
3,1,22,EXH-000,exhibition,41
3,1,23,EXH-000,exhibition,40
3,1,36,EXH-000,exhibition,38
3,1,38,EXH-000,exhibition,40
3,1,39,EXH-000,exhibition,41
3,1,41,EXH-000,exhibition,43
3,2,0,EXH-000,exhibition,62
3,2,9,EXH-000,exhibition,53
3,2,10,EXH-000,exhibition,52
3,2,11,EXH-000,exhibition,51
3,2,12,EXH-000,exhibition,50
3,2,14,EXH-000,exhibition,48
3,2,15,EXH-000,exhibition,47
3,2,17,EXH-000,exhibition,45
3,2,18,EXH-000,exhibition,44
3,2,22,EXH-000,exhibition,40
3,2,23,EXH-000,exhibition,39
3,2,28,EXH-000,exhibition,34
3,2,29,EXH-000,exhibition,34
3,2,30,EXH-000,exhibition,34
3,2,31,EXH-000,exhibition,34
3,2,36,EXH-000,exhibition,37
3,2,38,EXH-000,exhibition,39
3,2,39,EXH-000,exhibition,40
3,2,41,EXH-000,exhibition,42
3,3,0,EXH-000,exhibition,61
3,3,9,EXH-000,exhibition,52
3,3,10,EXH-000,exhibition,51
3,3,11,EXH-000,exhibition,50
3,3,12,EXH-000,exhibition,49
3,3,14,EXH-000,exhibition,47
3,3,15,EXH-000,exhibition,46
3,3,17,EXH-000,exhibition,44
3,3,18,EXH-000,exhibition,43
3,3,22,EXH-000,exhibition,39
3,3,23,EXH-000,exhibition,38
3,3,28,EXH-000,exhibition,33
3,3,29,EXH-000,exhibition,33
3,3,30,EXH-000,exhibition,33
3,3,31,EXH-000,exhibition,33
3,3,36,EXH-000,exhibition,36
3,3,38,EXH-000,exhibition,38
3,3,39,EXH-000,exhibition,39
3,3,41,EXH-000,exhibition,41
3,4,0,EXH-000,exhibition,60
3,4,9,EXH-000,exhibition,51
3,4,10,EXH-000,exhibition,50
3,4,11,EXH-000,exhibition,49
3,4,12,EXH-000,exhibition,48
3,4,14,EXH-000,exhibition,46
3,4,15,EXH-000,exhibition,45
3,4,17,EXH-000,exhibition,43
3,4,18,EXH-000,exhibition,42
3,4,22,EXH-000,exhibition,38
3,4,23,EXH-000,exhibition,37
3,4,36,EXH-000,exhibition,35
3,4,38,EXH-000,exhibition,37
3,4,39,EXH-000,exhibition,38
3,4,41,EXH-000,exhibition,40
3,5,0,EXH-000,exhibition,61
3,5,9,EXH-000,exhibition,51
3,5,10,EXH-000,exhibition,50
3,5,11,EXH-000,exhibition,49
3,5,12,EXH-000,exhibition,48
3,5,14,EXH-000,exhibition,46
3,5,15,EXH-000,exhibition,45
3,5,17,EXH-000,exhibition,43
3,5,18,EXH-000,exhibition,42
3,5,22,EXH-000,exhibition,38
3,5,23,EXH-000,exhibition,37
3,5,36,EXH-000,exhibition,35
3,5,38,EXH-000,exhibition,37
3,5,39,EXH-000,exhibition,38
3,5,41,EXH-000,exhibition,40
3,6,0,EXH-000,exhibition,62
3,6,9,EXH-000,exhibition,51
3,6,10,EXH-000,exhibition,50
3,6,11,EXH-000,exhibition,49
3,6,12,EXH-000,exhibition,48
3,6,14,EXH-000,exhibition,46
3,6,15,EXH-000,exhibition,45
3,6,17,EXH-000,exhibition,43
3,6,18,EXH-000,exhibition,42
3,6,22,EXH-000,exhibition,38
3,6,23,EXH-000,exhibition,37
3,6,36,EXH-000,exhibition,35
3,6,38,EXH-000,exhibition,37
3,6,39,EXH-000,exhibition,38
3,6,41,EXH-000,exhibition,40
3,7,0,EXH-000,exhibition,63
3,7,9,EXH-000,exhibition,51
3,7,10,EXH-000,exhibition,50
3,7,11,EXH-000,exhibition,49
3,7,12,EXH-000,exhibition,48
3,7,14,EXH-000,exhibition,46
3,7,15,EXH-000,exhibition,45
3,7,17,EXH-000,exhibition,43
3,7,18,EXH-000,exhibition,42
3,7,22,EXH-000,exhibition,38
3,7,23,EXH-000,exhibition,37
3,7,36,EXH-000,exhibition,35
3,7,38,EXH-000,exhibition,37
3,7,39,EXH-000,exhibition,38
3,7,41,EXH-000,exhibition,40
3,8,0,EXH-000,exhibition,62
3,8,9,EXH-000,exhibition,51
3,8,10,EXH-000,exhibition,50
3,8,11,EXH-000,exhibition,49
3,8,12,EXH-000,exhibition,48
3,8,14,EXH-000,exhibition,46
3,8,15,EXH-000,exhibition,45
3,8,17,EXH-000,exhibition,43
3,8,18,EXH-000,exhibition,42
3,8,22,EXH-000,exhibition,38
3,8,23,EXH-000,exhibition,37
3,8,36,EXH-000,exhibition,35
3,8,38,EXH-000,exhibition,37
3,8,39,EXH-000,exhibition,38
3,8,41,EXH-000,exhibition,40
3,12,0,EXH-000,exhibition,64
3,12,1,EXH-000,exhibition,63
3,12,2,EXH-000,exhibition,62
3,12,3,EXH-000,exhibition,61
3,12,5,EXH-000,exhibition,59
3,12,6,EXH-000,exhibition,58
3,12,7,EXH-000,exhibition,57
3,12,11,EXH-000,exhibition,53
3,12,12,EXH-000,exhibition,52
3,12,14,EXH-000,exhibition,50
3,12,15,EXH-000,exhibition,49
3,12,16,EXH-000,exhibition,48
3,12,18,EXH-000,exhibition,46
3,12,19,EXH-000,exhibition,45
3,12,24,EXH-000,exhibition,40
3,12,25,EXH-000,exhibition,39
3,12,27,EXH-000,exhibition,37
3,12,28,EXH-000,exhibition,36
3,12,30,EXH-000,exhibition,36
3,12,31,EXH-000,exhibition,36
3,12,34,EXH-000,exhibition,37
3,12,35,EXH-000,exhibition,38
3,12,36,EXH-000,exhibition,39
3,12,38,EXH-000,exhibition,41
3,12,39,EXH-000,exhibition,42
3,12,41,EXH-000,exhibition,44
3,13,0,EXH-000,exhibition,65
3,13,1,EXH-000,exhibition,64
3,13,2,EXH-000,exhibition,63
3,13,3,EXH-000,exhibition,62
3,13,5,EXH-000,exhibition,60
3,13,6,EXH-000,exhibition,59
3,13,7,EXH-000,exhibition,58
3,13,11,EXH-000,exhibition,54
3,13,12,EXH-000,exhibition,53
3,13,14,EXH-000,exhibition,51
3,13,15,EXH-000,exhibition,50
3,13,16,EXH-000,exhibition,49
3,13,18,EXH-000,exhibition,47
3,13,19,EXH-000,exhibition,46
3,13,24,EXH-000,exhibition,41
3,13,25,EXH-000,exhibition,40
3,13,27,EXH-000,exhibition,38
3,13,28,EXH-000,exhibition,37
3,13,30,EXH-000,exhibition,37
3,13,31,EXH-000,exhibition,37
3,13,34,EXH-000,exhibition,38
3,13,35,EXH-000,exhibition,39
3,13,36,EXH-000,exhibition,40
3,13,38,EXH-000,exhibition,42
3,13,39,EXH-000,exhibition,43
3,13,41,EXH-000,exhibition,45
3,14,0,EXH-000,exhibition,66
3,14,1,EXH-000,exhibition,65
3,14,2,EXH-000,exhibition,64
3,14,3,EXH-000,exhibition,63
3,14,5,EXH-000,exhibition,61
3,14,6,EXH-000,exhibition,60
3,14,7,EXH-000,exhibition,59
3,14,11,EXH-000,exhibition,55
3,14,12,EXH-000,exhibition,54
3,14,14,EXH-000,exhibition,52
3,14,15,EXH-000,exhibition,51
3,14,16,EXH-000,exhibition,50
3,14,18,EXH-000,exhibition,48
3,14,19,EXH-000,exhibition,47
3,14,24,EXH-000,exhibition,42
3,14,25,EXH-000,exhibition,41
3,14,27,EXH-000,exhibition,39
3,14,28,EXH-000,exhibition,38
3,14,30,EXH-000,exhibition,38
3,14,31,EXH-000,exhibition,38
3,14,34,EXH-000,exhibition,39
3,14,35,EXH-000,exhibition,40
3,14,36,EXH-000,exhibition,41
3,14,38,EXH-000,exhibition,43
3,14,39,EXH-000,exhibition,44
3,14,41,EXH-000,exhibition,46
