id_produit,sku,nom_produit,unite_mesure,categorie,actif,colisage fardeau,colisage palette,volume pcs (m3),Poids(kg),Is_Gerbable
34394,,,Unité(s),ICON,True,32,2900,0.041,0,False
34395,,,Unité(s),ICON,True,32,1900,0.041,0,False
34455,,,Unité(s),ICON,True,50,1000,0.041,0,False
34396,,,Unité(s),ICON,True,100,2400,0.041,0,False
34397,,,Unité(s),ICON,True,50,1600,0.041,0,False
34014,,,Unité(s),ICON,True,100,3000,0.041,0,False
34398,,,Unité(s),ICON,True,50,2500,0.041,0,False
34887,,,Unité(s),ICON,True,1,2600,0.041,0,False
44486,,,Unité(s),ICON,True,80,1900,0.041,0,False
34399,,,Unité(s),ICON,True,50,2900,0.041,0,False
44490,,,Unité(s),ICON,True,60,2900,0.041,0,False
34400,,,Unité(s),ICON,True,50,2500,0.041,0,False
36094,,,Unité(s),LARISSA,True,1,1400,0.041,0,False
34401,,,Unité(s),ICON,True,50,2300,0.041,0,False
45733,,,Unité(s),ICON,True,1,2000,0.041,0,False
34402,,,Unité(s),ICON,True,50,2500,0.041,0,False
35578,,,Unité(s),ICON,True,100,2600,0.041,0,False
35579,,,Unité(s),ICON,True,50,2500,0.041,0,False
42440,,,Unité(s),ICON,True,200,1800,0.041,0,False
35595,,,Unité(s),ICON,True,80,2100,0.041,0,False
35596,,,Unité(s),ICON,True,60,2900,0.041,0,False
35597,,,Unité(s),ICON,True,32,1500,0.041,0,False
35598,,,Unité(s),ICON,True,32,2600,0.041,0,False
35582,,,Unité(s),ICON,True,50,1400,0.041,0,False
35583,,,Unité(s),ICON,True,100,1600,0.041,0,False
35602,,,Unité(s),ICON,True,50,2000,0.041,0,False
35576,,,Unité(s),ICON,True,100,1800,0.041,0,False
35577,,,Unité(s),ICON,True,50,1100,0.041,0,False
44489,,,Unité(s),ICON,True,80,2200,0.041,0,False
35590,,,Unité(s),ICON,True,50,2300,0.041,0,False
44485,,,Unité(s),ICON,True,60,2100,0.041,0,False
35589,,,Unité(s),ICON,True,50,1500,0.041,0,False
35591,,,Unité(s),ICON,True,50,1200,0.041,0,False
35594,,,Unité(s),ICON,True,50,2200,0.041,0,False
41173,,,Unité(s),ICON,True,50,1900,0.041,0,False
35592,,,Unité(s),ICON,True,50,1600,0.041,0,False
35584,,,Unité(s),ICON,True,100,2100,0.041,0,False
35586,,,Unité(s),ICON,True,100,1400,0.041,0,False
35585,,,Unité(s),ICON,True,100,2400,0.041,0,False
35587,,,Unité(s),ICON,True,100,2600,0.041,0,False
43623,,,Unité(s),ICON,True,1,1900,0.041,0,False
35603,,,Unité(s),ICON,True,1,1900,0.041,0,False
44628,,,Unité(s),ICON,True,1,1400,0.041,0,False
35588,,,Unité(s),ICON,True,50,2500,0.041,0,False
43622,,,Unité(s),ICON,True,1,2300,0.041,0,False
35574,,,Unité(s),ICON,True,100,2400,0.041,0,False
35575,,,Unité(s),ICON,True,50,2100,0.041,0,False
35593,,,Unité(s),ICON,True,50,1800,0.041,0,False
35834,,,Unité(s),ICON,True,50,2300,0.041,0,False
44641,,,Unité(s),ICON,True,1,2500,0.041,0,False
44333,,,Unité(s),ICON,True,1,2200,0.041,0,False
35580,,,Unité(s),ICON,True,100,2600,0.041,0,False
35581,,,Unité(s),ICON,True,50,2000,0.041,0,False
34888,,,Unité(s),ICON,True,50,3000,0.041,0,False
37103,,,Unité(s),ICON,True,1,1900,0.041,0,False
34016,,,Unité(s),ICON,True,100,1100,0.041,0,False
39007,,,Unité(s),LARISSA,True,1,2500,0.041,0,False
34403,,,Unité(s),ICON,True,100,2600,0.041,0,False
34015,,,Unité(s),ICON,True,100,1100,0.041,0,False
39006,,,Unité(s),ICON,True,1,2800,0.041,0,False
34404,,,Unité(s),ICON,True,1,2300,0.041,0,False
34019,,,Unité(s),ICON,True,100,2400,0.041,0,False
40588,,,Unité(s),ICON,True,1,1800,0.041,0,False
34405,,,Unité(s),ICON,True,50,2100,0.041,0,False
34406,,,Unité(s),ICON,True,50,1500,0.041,0,False
44434,,,Unité(s),ICON,True,1,1000,0.041,0,False
41760,,,Unité(s),ICON,True,1,2800,0.041,0,False
34970,,,Unité(s),ICON,True,50,2200,0.041,0,False
34013,,,Unité(s),ICON,True,100,3000,0.041,0,False
34407,,,Unité(s),ICON,True,50,2100,0.041,0,False
34408,,,Unité(s),ICON,True,50,1000,0.041,0,False
34409,,,Unité(s),ICON,True,50,2100,0.041,0,False
34017,,,Unité(s),ICON,True,100,1500,0.041,0,False
34410,,,Unité(s),ICON,True,50,1400,0.041,0,False
31630,,,Unité(s),MINI DISJONCTEUR,True,60,1200,0.034,0,False
31631,,,Unité(s),MINI DISJONCTEUR,True,60,2400,0.034,0,False
31633,,,Unité(s),MINI DISJONCTEUR,True,60,1900,0.034,0,False
31632,,,Unité(s),MINI DISJONCTEUR,True,60,2800,0.034,0,False
31635,,,Unité(s),MINI DISJONCTEUR,True,60,1100,0.034,0,False
31634,,,Unité(s),MINI DISJONCTEUR,True,60,1300,0.034,0,False
31637,,,Unité(s),MINI DISJONCTEUR,True,60,2100,0.034,0,False
31636,,,Unité(s),MINI DISJONCTEUR,True,60,2300,0.034,0,False
36753,,,Unité(s),MINI DISJONCTEUR,True,30,1200,0.034,0,False
40907,,,Unité(s),MINI DISJONCTEUR,True,1,1400,0.034,0,False
31626,,,Unité(s),MINI DISJONCTEUR,True,1,3000,0.034,0,False
31641,,,Unité(s),MINI DISJONCTEUR,True,30,2000,0.034,0,False
34894,,,Unité(s),MINI DISJONCTEUR,True,30,2900,0.034,0,False
31642,,,Unité(s),MINI DISJONCTEUR,True,30,1300,0.034,0,False
31628,,,Unité(s),MINI DISJONCTEUR,True,30,1500,0.034,0,False
31643,,,Unité(s),MINI DISJONCTEUR,True,30,2400,0.034,0,False
31629,,,Unité(s),MINI DISJONCTEUR,True,30,1800,0.034,0,False
31644,,,Unité(s),MINI DISJONCTEUR,True,30,1300,0.034,0,False
31645,,,Unité(s),MINI DISJONCTEUR,True,32,2400,0.034,0,False
31638,,,Unité(s),MINI DISJONCTEUR,True,60,1900,0.034,0,False
31640,,,Unité(s),MINI DISJONCTEUR,True,60,2100,0.034,0,False
31639,,,Unité(s),MINI DISJONCTEUR,True,60,1100,0.034,0,False
31646,,,Unité(s),LARISSA,True,50,2800,0.041,0,False
31647,,,Unité(s),LARISSA,True,200,1900,0.041,0,False
31649,,,Unité(s),LARISSA,True,200,1700,0.041,0,False
31650,,,Unité(s),LARISSA,True,200,1300,0.041,0,False
31651,,,Unité(s),LARISSA,True,200,1000,0.041,0,False
31652,,,Unité(s),LARISSA,True,200,1700,0.041,0,False
31653,,,Unité(s),LARISSA,True,200,2600,0.041,0,False
31654,,,Unité(s),LARISSA,True,200,2800,0.041,0,False
31655,,,Unité(s),LARISSA,True,200,1300,0.041,0,False
31656,,,Unité(s),LARISSA,True,200,2600,0.041,0,False
31657,,,Unité(s),LARISSA,True,200,2800,0.041,0,True
31658,,,Unité(s),LARISSA,True,200,2800,0.041,0,True
31659,,,Unité(s),LARISSA,True,200,1600,0.041,0,True
31660,,,Unité(s),LARISSA,True,200,1500,0.041,0,True
31661,,,Unité(s),LARISSA,True,200,2100,0.041,0,True
31662,,,Unité(s),LARISSA,True,200,1400,0.041,0,True
31663,,,Unité(s),LARISSA,True,100,2000,0.041,0,True
31664,,,Unité(s),LARISSA,True,50,1800,0.041,0,True
31665,,,Unité(s),LARISSA,True,40,1300,0.041,0,True
31666,,,Unité(s),LARISSA,True,20,1300,0.041,0,True
31667,,,Unité(s),LARISSA,True,20,1900,0.041,0,True
31668,,,Unité(s),LARISSA,True,20,3000,0.041,0,True
31669,,,Unité(s),LARISSA,True,100,2500,0.041,0,True
31670,,,Unité(s),LARISSA,True,40,1600,0.041,0,True
34885,,,Unité(s),LARISSA,True,1,1100,0.041,0,True
31671,,,Unité(s),LARISSA,True,100,1100,0.041,0,True
42242,,,Unité(s),LARISSA,True,100,1100,0.041,0,True
31672,,,Unité(s),LARISSA,True,50,1600,0.041,0,True
31673,,,Unité(s),LARISSA,True,50,1300,0.041,0,True
42243,,,Unité(s),LARISSA,True,1,1000,0.041,0,True
31708,,,Unité(s),LARISSA,True,100,2000,0.041,0,True
39048,,,Unité(s),LARISSA,True,100,2900,0.041,0,True
31709,,,Unité(s),LARISSA,True,100,2500,0.041,0,True
31710,,,Unité(s),LARISSA,True,100,1200,0.041,0,True
31711,,,Unité(s),LARISSA,True,100,2100,0.041,0,True
31712,,,Unité(s),LARISSA,True,100,2000,0.041,0,True
31713,,,Unité(s),LARISSA,True,100,2000,0.041,0,True
31714,,,Unité(s),LARISSA,True,100,1000,0.041,0,True
31715,,,Unité(s),LARISSA,True,100,2200,0.041,0,True
31716,,,Unité(s),LARISSA,True,100,2300,0.041,0,True
31717,,,Unité(s),LARISSA,True,100,1300,0.041,0,True
31718,,,Unité(s),LARISSA,True,100,2800,0.041,0,True
31719,,,Unité(s),LARISSA,True,100,1200,0.041,0,True
31720,,,Unité(s),LARISSA,True,100,1500,0.041,0,True
31674,,,Unité(s),LARISSA,True,100,2500,0.041,0,True
31675,,,Unité(s),LARISSA,True,50,3000,0.041,0,True
31721,,,Unité(s),LARISSA,True,100,2700,0.041,0,True
31722,,,Unité(s),LARISSA,True,100,1000,0.041,0,True
31676,,,Unité(s),LARISSA,True,60,2600,0.041,0,True
31677,,,Unité(s),LARISSA,True,50,2700,0.041,0,True
31678,,,Unité(s),LARISSA,True,60,2700,0.041,0,True
31679,,,Unité(s),LARISSA,True,50,1100,0.041,0,True
31680,,,Unité(s),LARISSA,True,50,1200,0.041,0,True
34883,,,Unité(s),LARISSA,True,1,1000,0.041,0,True
31681,,,Unité(s),LARISSA,True,50,2200,0.041,0,True
33448,,,Unité(s),LARISSA,True,40,1300,0.041,0,True
31682,,,Unité(s),LARISSA,True,50,1900,0.041,0,True
31683,,,Unité(s),LARISSA,True,50,2400,0.041,0,True
31684,,,Unité(s),LARISSA,True,50,2100,0.041,0,True
31685,,,Unité(s),LARISSA,True,30,1600,0.041,0,True
31686,,,Unité(s),LARISSA,True,100,1800,0.041,0,True
31687,,,Unité(s),LARISSA,True,100,2800,0.041,0,True
31688,,,Unité(s),LARISSA,True,100,1900,0.041,0,True
31689,,,Unité(s),LARISSA,True,100,2200,0.041,0,True
31691,,,Unité(s),LARISSA,True,50,2100,0.041,0,True
31692,,,Unité(s),LARISSA,True,100,1500,0.041,0,True
31690,,,Unité(s),LARISSA,True,100,1500,0.041,0,True
31693,,,Unité(s),LARISSA,True,50,1400,0.041,0,True
31694,,,Unité(s),LARISSA,True,50,1100,0.041,0,True
31695,,,Unité(s),LARISSA,True,50,2200,0.041,0,True
31696,,,Unité(s),LARISSA,True,50,1300,0.041,0,True
31697,,,Unité(s),LARISSA,True,50,2300,0.041,0,True
31648,,,Unité(s),LARISSA,True,200,2600,0.041,0,True
31698,,,Unité(s),LARISSA,True,100,1400,0.041,0,True
31699,,,Unité(s),LARISSA,True,50,2300,0.041,0,True
31700,,,Unité(s),LARISSA,True,50,1300,0.041,0,True
31701,,,Unité(s),LARISSA,True,50,1200,0.041,0,True
31702,,,Unité(s),LARISSA,True,50,1300,0.041,0,True
31703,,,Unité(s),LARISSA,True,50,1100,0.041,0,True
36256,,,Unité(s),LARISSA,True,30,1900,0.041,0,True
31705,,,Unité(s),LARISSA,True,30,2400,0.041,0,True
31704,,,Unité(s),LARISSA,True,50,2900,0.041,0,True
31706,,,Unité(s),LARISSA,True,100,1900,0.041,0,True
31707,,,Unité(s),LARISSA,True,50,1800,0.041,0,True
41063,,,Unité(s),LEON,True,1,2100,0.025,0,True
41062,,,Unité(s),LEON,True,1,2000,0.025,0,True
41061,,,Unité(s),LEON,True,1,2600,0.025,0,True
41064,,,Unité(s),LEON,True,1,1100,0.025,0,True
41092,,,Unité(s),LEON,True,1,2000,0.025,0,True
41093,,,Unité(s),LEON,True,1,2200,0.025,0,True
44399,,,Unité(s),Tous,True,1,2000,0.025,0,True
41058,,,Unité(s),LEON,True,1,2400,0.025,0,True
41059,,,Unité(s),LEON,True,1,2100,0.025,0,True
40970,,,Unité(s),LEON,True,1,1300,0.025,0,True
40971,,,Unité(s),LEON,True,1,1900,0.025,0,True
41057,,,Unité(s),LEON,True,1,1800,0.025,0,True
44405,,,Unité(s),Tous,True,1,2800,0.025,0,True
41060,,,Unité(s),LEON,True,1,1500,0.025,0,True
40969,,,Unité(s),LEON,True,1,1700,0.025,0,True
41056,,,Unité(s),LEON,True,1,1800,0.025,0,True
44398,,,Unité(s),Tous,True,1,3000,0.025,0,True
44403,,,Unité(s),Tous,True,1,2200,0.025,0,True
44400,,,Unité(s),DISPINA METALIC,True,1,1900,0.025,0,True
44404,,,Unité(s),Tous,True,1,2900,0.025,0,True
44402,,,Unité(s),Tous,True,1,1200,0.025,0,True
44401,,,Unité(s),LEON,True,1,1500,0.025,0,True
45483,,,Unité(s),LEON,True,1,2900,0.025,0,True
33635,,,Unité(s),LEON,True,120,1200,0.025,0,True
33636,,,Unité(s),LEON,True,84,2100,0.025,0,True
33637,,,Unité(s),LEON,True,66,2100,0.025,0,True
33638,,,Unité(s),LEON,True,48,2800,0.025,0,True
45484,,,Unité(s),LEON,True,1,2500,0.025,0,True
33639,,,Unité(s),LEON,True,50,2400,0.025,0,True
33640,,,Unité(s),LEON,True,300,1100,0.025,0,True
33641,,,Unité(s),LEON,True,200,3000,0.025,0,True
33642,,,Unité(s),LEON,True,200,1200,0.025,0,True
44447,,,Unité(s),LEON NOIR,True,1,2000,0.025,0,True
44450,,,Unité(s),LEON NOIR,True,1,2100,0.025,0,True
44449,,,Unité(s),LEON NOIR,True,1,1700,0.025,0,True
36238,,,Unité(s),LEON,True,50,1800,0.025,0,True
36239,,,Unité(s),LEON,True,25,1900,0.025,0,True
36240,,,Unité(s),LEON,True,20,2700,0.025,0,True
36241,,,Unité(s),LEON,True,20,2100,0.025,0,True
44435,,,Unité(s),LEON NOIR,True,1,2100,0.025,0,True
44440,,,Unité(s),LEON NOIR,True,1,1800,0.025,0,True
44439,,,Unité(s),LEON NOIR,True,1,2000,0.025,0,True
44436,,,Unité(s),LEON NOIR,True,1,1500,0.025,0,True
44441,,,Unité(s),LEON NOIR,True,1,3000,0.025,0,True
44438,,,Unité(s),LEON NOIR,True,1,1900,0.025,0,True
33643,,,Unité(s),LEON,True,150,2200,0.025,0,True
33644,,,Unité(s),LEON,True,150,2700,0.025,0,True
33645,,,Unité(s),LEON,True,150,1600,0.025,0,True
33646,,,Unité(s),LEON,True,150,2600,0.025,0,True
33647,,,Unité(s),LEON,True,150,1000,0.025,0,True
33648,,,Unité(s),LEON,True,150,2500,0.025,0,True
33649,,,Unité(s),LEON,True,150,1100,0.025,0,True
33650,,,Unité(s),LEON,True,150,1200,0.025,0,True
33651,,,Unité(s),LEON,True,420,2100,0.025,0,True
33652,,,Unité(s),LEON,True,150,2300,0.025,0,True
33653,,,Unité(s),LEON,True,150,1700,0.025,0,True
33654,,,Unité(s),LEON,True,150,2200,0.025,0,True
39948,,,Unité(s),LEON NOIR,True,150,1200,0.025,0,True
39951,,,Unité(s),LEON NOIR,True,150,2100,0.025,0,True
39942,,,Unité(s),LEON NOIR,True,300,1400,0.025,0,True
39949,,,Unité(s),LEON NOIR,True,150,1600,0.025,0,True
39940,,,Unité(s),LEON NOIR,True,150,1500,0.025,0,True
42580,,,Unité(s),LEON NOIR,True,1,2400,0.025,0,True
39946,,,Unité(s),LEON NOIR,True,150,2200,0.025,0,True
39945,,,Unité(s),LEON NOIR,True,150,1800,0.025,0,True
39943,,,Unité(s),LEON NOIR,True,150,2200,0.025,0,True
39944,,,Unité(s),LEON NOIR,True,150,1600,0.025,0,True
43772,,,Unité(s),LEON NOIR,True,150,1700,0.025,0,True
39947,,,Unité(s),LEON NOIR,True,150,1500,0.025,0,True
39950,,,Unité(s),LEON NOIR,True,150,1000,0.025,0,True
41924,,,Unité(s),LEON NOIR,True,150,1500,0.025,0,True
39952,,,Unité(s),LEON NOIR,True,150,1600,0.025,0,True
33655,,,Unité(s),LEON,True,150,1200,0.025,0,True
33656,,,Unité(s),LEON,True,150,2500,0.025,0,True
33657,,,Unité(s),LEON,True,150,2000,0.025,0,True
33658,,,Unité(s),LEON,True,150,1800,0.025,0,True
33659,,,Unité(s),LEON,True,150,3000,0.025,0,True
33660,,,Unité(s),LEON,True,150,2200,0.025,0,True
33661,,,Unité(s),LEON,True,150,2000,0.025,0,True
33662,,,Unité(s),LEON,True,150,2000,0.025,0,True
33663,,,Unité(s),LEON,True,150,2900,0.025,0,True
33665,,,Unité(s),LEON,True,150,2400,0.025,0,True
33664,,,Unité(s),LEON,True,150,2700,0.025,0,True
33666,,,Unité(s),LEON,True,150,2400,0.025,0,True
33667,,,Unité(s),LEON,True,150,1800,0.025,0,True
33668,,,Unité(s),LEON,True,150,2300,0.025,0,True
33669,,,Unité(s),LEON,True,150,2600,0.025,0,True
33670,,,Unité(s),LEON,True,1,2000,0.025,0,True
33671,,,Unité(s),LEON,True,150,3000,0.025,0,True
33672,,,Unité(s),LEON,True,150,1000,0.025,0,True
33673,,,Unité(s),LEON,True,60,2800,0.025,0,True
33674,,,Unité(s),LEON,True,90,2700,0.025,0,True
33675,,,Unité(s),LEON,True,90,1300,0.025,0,True
33676,,,Unité(s),LEON,True,90,1100,0.025,0,True
33677,,,Unité(s),LEON,True,60,1500,0.025,0,True
33678,,,Unité(s),LEON,True,60,2300,0.025,0,True
33679,,,Unité(s),LEON,True,60,1300,0.025,0,True
33680,,,Unité(s),LEON,True,60,2300,0.025,0,True
33738,,,Unité(s),LEON,True,260,2500,0.025,0,True
33739,,,Unité(s),LEON,True,260,2500,0.025,0,True
33740,,,Unité(s),LEON,True,260,2700,0.025,0,True
33741,,,Unité(s),LEON,True,260,2600,0.025,0,True
33681,,,Unité(s),LEON,True,1,1500,0.025,0,True
33682,,,Unité(s),LEON,True,1,2000,0.025,0,True
33742,,,Unité(s),LEON,True,1,2900,0.025,0,True
33743,,,Unité(s),LEON,True,260,3000,0.025,0,True
33744,,,Unité(s),LEON,True,260,2500,0.025,0,True
33745,,,Unité(s),LEON,True,260,2000,0.025,0,True
33683,,,Unité(s),LEON,True,60,1000,0.025,0,True
33684,,,Unité(s),LEON,True,60,1800,0.025,0,True
33685,,,Unité(s),LEON,True,60,1700,0.025,0,True
33686,,,Unité(s),LEON,True,60,1300,0.025,0,True
33687,,,Unité(s),LEON,True,60,2700,0.025,0,True
33688,,,Unité(s),LEON,True,60,2200,0.025,0,True
33689,,,Unité(s),LEON,True,60,2200,0.025,0,True
33690,,,Unité(s),LEON,True,60,2000,0.025,0,True
39954,,,Unité(s),LEON NOIR,True,260,2300,0.025,0,True
39958,,,Unité(s),LEON NOIR,True,260,1100,0.025,0,True
39955,,,Unité(s),LEON NOIR,True,260,2700,0.025,0,True
39959,,,Unité(s),LEON NOIR,True,260,1500,0.025,0,True
39953,,,Unité(s),LEON NOIR,True,260,1500,0.025,0,True
39957,,,Unité(s),LEON NOIR,True,260,2200,0.025,0,True
39956,,,Unité(s),LEON NOIR,True,260,1600,0.025,0,True
39960,,,Unité(s),LEON NOIR,True,260,1400,0.025,0,True
39941,,,Unité(s),LEON NOIR,True,90,2400,0.025,0,True
40413,,,Unité(s),LEON NOIR,True,1,2400,0.025,0,True
33691,,,Unité(s),LEON,True,60,3000,0.025,0,True
33692,,,Unité(s),LEON,True,1,2900,0.025,0,True
33696,,,Unité(s),LEON,True,90,2700,0.025,0,True
33694,,,Unité(s),LEON,True,90,1400,0.025,0,True
33695,,,Unité(s),LEON,True,90,3000,0.025,0,True
33697,,,Unité(s),LEON,True,60,2900,0.025,0,True
33698,,,Unité(s),LEON,True,1,3000,0.025,0,True
33699,,,Unité(s),LEON,True,60,3000,0.025,0,True
33700,,,Unité(s),LEON,True,60,2500,0.025,0,True
33701,,,Unité(s),LEON,True,12,2700,0.025,0,True
33702,,,Unité(s),LEON,True,12,2600,0.025,0,True
44437,,,Unité(s),LEON NOIR,True,1,2900,0.025,0,True
33703,,,Unité(s),LEON,True,50,2800,0.025,0,True
33704,,,Unité(s),LEON,True,120,2500,0.025,0,True
33705,,,Unité(s),LEON,True,200,1500,0.025,0,True
33706,,,Unité(s),LEON,True,120,2000,0.025,0,True
31723,,,Unité(s),MONO ACCESSOIRES,True,200,3000,0.025,0,True
34837,,,Unité(s),MONO ACCESSOIRES,True,1,1400,0.025,0,True
31724,,,Unité(s),MONO ACCESSOIRES,True,120,2600,0.034,0,True
31725,,,Unité(s),MONO ACCESSOIRES,True,150,2900,0.034,0,True
31726,,,Unité(s),MONO ACCESSOIRES,True,120,1400,0.034,0,True
31727,,,Unité(s),MONO ACCESSOIRES,True,100,1800,0.034,0,True
36520,,,Unité(s),MONO ACCESSOIRES,True,100,2200,0.034,0,True
31728,,,Unité(s),MONO ACCESSOIRES,True,225,2800,0.034,0,True
31729,,,Unité(s),MONO ACCESSOIRES,True,150,1500,0.034,0,True
31730,,,Unité(s),MONO ACCESSOIRES,True,60,3000,0.034,0,True
31731,,,Unité(s),MONO ACCESSOIRES,True,100,2200,0.034,0,True
31732,,,Unité(s),MONO ACCESSOIRES,True,200,1300,0.034,0,True
34838,,,Unité(s),MONO ACCESSOIRES,True,1,1100,0.034,0,True
31733,,,Unité(s),MONO ACCESSOIRES,True,30,2400,0.034,0,True
31734,,,Unité(s),MONO ACCESSOIRES,True,20,2800,0.034,0,True
31735,,,Unité(s),MONO ACCESSOIRES,True,25,2900,0.034,0,True
31736,,,Unité(s),MONO ACCESSOIRES,True,25,1600,0.034,0,True
31737,,,Unité(s),MONO ACCESSOIRES,True,200,1300,0.038,0,True
31738,,,Unité(s),MONO ACCESSOIRES,True,25,2400,0.038,0,True
31739,,,Unité(s),MONO ACCESSOIRES,True,25,1700,0.038,0,True
31740,,,Unité(s),MONO ACCESSOIRES,True,160,1500,0.038,0,True
41562,,,Unité(s),MINI DISJONCTEUR,True,500,2200,0.038,0,True
31741,,,Unité(s),MONO ACCESSOIRES,True,9,1800,0.038,0,True
31742,,,Unité(s),MONO ACCESSOIRES,True,9,2400,0.038,0,True
31743,,,Unité(s),MONO ACCESSOIRES,True,9,1400,0.038,0,True
33067,,,Unité(s),MONO ACCESSOIRES,True,1,3000,0.038,0,True
31744,,,Unité(s),MONO ACCESSOIRES,True,9,2600,0.038,0,True
31745,,,Unité(s),MONO ACCESSOIRES,True,9,1300,0.038,0,True
31746,,,Unité(s),MONO ACCESSOIRES,True,9,2600,0.038,0,True
33068,,,Unité(s),MONO ACCESSOIRES,True,1,1200,0.038,0,True
31747,,,Unité(s),MONO ACCESSOIRES,True,6,2300,0.038,0,True
31748,,,Unité(s),MONO ACCESSOIRES,True,6,2500,0.038,0,True
31749,,,Unité(s),MONO ACCESSOIRES,True,6,2300,0.038,0,True
31750,,,Unité(s),MONO ACCESSOIRES,True,480,2900,0.038,0,True
31751,,,Unité(s),MONO ACCESSOIRES,True,1,2900,0.038,0,True
31752,,,Unité(s),MONO ACCESSOIRES,True,1,1700,0.038,0,True
31753,,,Unité(s),MONO ACCESSOIRES,True,1,3000,0.038,0,True
31754,,,Unité(s),MONO ACCESSOIRES,True,200,1500,0.038,0,True
31755,,,Unité(s),MONO ACCESSOIRES,True,200,2800,0.038,0,True
34839,,,Unité(s),MONO ACCESSOIRES,True,1,2300,0.038,0,True
31756,,,Unité(s),MONO ACCESSOIRES,True,120,1700,0.038,0,True
35983,,,Unité(s),MONO ACCESSOIRES,True,120,1300,0.038,0,False
31757,,,Unité(s),MONO ACCESSOIRES,True,120,2000,0.038,0,False
35984,,,Unité(s),MONO ACCESSOIRES,True,120,1200,0.038,0,False
41239,,,Unité(s),MONO ACCESSOIRES,True,50,2600,0.038,0,False
38152,,,Unité(s),MONO ACCESSOIRES,True,50,1700,0.038,0,False
31758,,,Unité(s),MONO ACCESSOIRES,True,1,3000,0.038,0,False
42600,,,Unité(s),Tous,True,1,1000,0.038,0,False
42599,,,Unité(s),Tous,True,1,2900,0.038,0,False
42598,,,Unité(s),Tous,True,1,2200,0.038,0,False
44012,,,Unité(s),DISJONCTEUR,True,200,1400,0.038,0,False
44013,,,Unité(s),DISJONCTEUR,True,200,2500,0.038,0,False
42607,,,Unité(s),Tous,True,1,1500,0.038,0,False
41731,,,Unité(s),MINI DISJONCTEUR,True,1,1600,0.038,0,False
45204,,,Unité(s),MINI DISJONCTEUR,True,1,2000,0.026,0,False
45210,,,Unité(s),MINI DISJONCTEUR,True,1,2300,0.026,0,False
45205,,,Unité(s),MINI DISJONCTEUR,True,1,2100,0.026,0,False
45211,,,Unité(s),MINI DISJONCTEUR,True,1,2700,0.026,0,False
45206,,,Unité(s),MINI DISJONCTEUR,True,1,1200,0.026,0,False
45212,,,Unité(s),MINI DISJONCTEUR,True,1,2200,0.026,0,False
45207,,,Unité(s),MINI DISJONCTEUR,True,1,2700,0.026,0,False
45213,,,Unité(s),MINI DISJONCTEUR,True,1,2000,0.026,0,False
45208,,,Unité(s),MINI DISJONCTEUR,True,1,2300,0.026,0,False
45214,,,Unité(s),MINI DISJONCTEUR,True,1,1500,0.026,0,False
45209,,,Unité(s),MINI DISJONCTEUR,True,1,2700,0.026,0,False
45215,,,Unité(s),MINI DISJONCTEUR,True,1,2500,0.026,0,False
36079,,,Unité(s),MINI DISJONCTEUR,True,60,1800,0.026,0,False
36080,,,Unité(s),MINI DISJONCTEUR,True,60,1200,0.026,0,False
38153,,,Unité(s),MINI DISJONCTEUR,True,1,2900,0.026,0,False
36641,,,Unité(s),MINI DISJONCTEUR,True,60,1000,0.026,0,False
43694,,,Unité(s),MINI DISJONCTEUR,True,1,2800,0.026,0,False
36081,,,Unité(s),MINI DISJONCTEUR,True,60,2900,0.026,0,False
35840,,,Unité(s),MINI DISJONCTEUR,True,60,1900,0.026,0,False
35912,,,Unité(s),MINI DISJONCTEUR,True,60,1700,0.026,0,False
36077,,,Unité(s),MINI DISJONCTEUR,True,60,2800,0.026,0,False
36078,,,Unité(s),MINI DISJONCTEUR,True,60,2400,0.026,0,False
42572,,,Unité(s),MINI DISJONCTEUR,True,1,2100,0.026,0,False
38086,,,Unité(s),MINI DISJONCTEUR,True,1,1400,0.026,0,False
38087,,,Unité(s),MINI DISJONCTEUR,True,1,1600,0.026,0,False
38088,,,Unité(s),MINI DISJONCTEUR,True,1,1200,0.026,0,False
38092,,,Unité(s),MINI DISJONCTEUR,True,1,1000,0.026,0,False
38089,,,Unité(s),MINI DISJONCTEUR,True,1,1900,0.026,0,False
38090,,,Unité(s),MINI DISJONCTEUR,True,1,1900,0.026,0,False
38091,,,Unité(s),MINI DISJONCTEUR,True,1,1500,0.026,0,False
38056,,,Unité(s),MINI DISJONCTEUR,True,1,2000,0.026,0,False
38044,,,Unité(s),MINI DISJONCTEUR,True,1,1100,0.026,0,False
38057,,,Unité(s),MINI DISJONCTEUR,True,1,3000,0.026,0,False
38045,,,Unité(s),MINI DISJONCTEUR,True,1,2400,0.026,0,False
38052,,,Unité(s),MINI DISJONCTEUR,True,1,1100,0.026,0,False
38040,,,Unité(s),MINI DISJONCTEUR,True,1,2200,0.026,0,False
38058,,,Unité(s),MINI DISJONCTEUR,True,1,2800,0.026,0,False
38046,,,Unité(s),MINI DISJONCTEUR,True,1,2000,0.026,0,False
38059,,,Unité(s),MINI DISJONCTEUR,True,1,2800,0.026,0,False
38047,,,Unité(s),MINI DISJONCTEUR,True,1,1800,0.026,0,False
38053,,,Unité(s),MINI DISJONCTEUR,True,1,1900,0.026,0,False
38041,,,Unité(s),MINI DISJONCTEUR,True,1,2500,0.026,0,False
38060,,,Unité(s),MINI DISJONCTEUR,True,1,2400,0.026,0,False
